time,ust_premium_haven_usd
2018-08-31 00:00:00+00:00,0.0015641084019990537
2018-09-30 00:00:00+00:00,0.002700945510717645
2018-10-31 00:00:00+00:00,0.008093768815083058
2018-11-30 00:00:00+00:00,-0.0058631308208462185
2018-12-31 00:00:00+00:00,0.0035839966995023786
2019-01-31 00:00:00+00:00,-0.0095438303959966
2019-02-28 00:00:00+00:00,0.002794122854118397
2019-03-31 00:00:00+00:00,0.003952598867608126
2019-04-30 00:00:00+00:00,0.004507404482361421
2019-05-31 00:00:00+00:00,0.004591378523772338
2019-06-30 00:00:00+00:00,-0.01042859132086027
2019-07-31 00:00:00+00:00,0.010504312121110804
2019-08-31 00:00:00+00:00,0.001960529734837957
2019-09-30 00:00:00+00:00,0.002571775129389664
2019-10-31 00:00:00+00:00,-0.008866182714502013
2019-11-30 00:00:00+00:00,0.0038253371097580757
2019-12-31 00:00:00+00:00,-0.011913206624385553
2020-01-31 00:00:00+00:00,0.007859348487573747
2020-02-29 00:00:00+00:00,0.005996216430833146
2020-03-31 00:00:00+00:00,0.00013346228716315522
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.012964476458586338
2021-12-31 00:00:00+00:00,-0.0021423785866250267
2022-01-31 00:00:00+00:00,0.008632458066635484
2022-02-28 00:00:00+00:00,-0.0036762836654895548
2022-03-31 00:00:00+00:00,-0.0016967989677282302
2022-04-30 00:00:00+00:00,0.026803797888978353
2022-05-31 00:00:00+00:00,-0.006538217362768273
2022-06-30 00:00:00+00:00,0.015089870077907186
2022-07-31 00:00:00+00:00,-0.0012217138732999455
2022-08-31 00:00:00+00:00,0.014736156113534848
2022-09-30 00:00:00+00:00,0.01693534476053382
2022-10-31 00:00:00+00:00,-0.0005493074407828535
2022-11-30 00:00:00+00:00,-0.02040860595808469
2022-12-31 00:00:00+00:00,-0.011179486485232482
2023-01-31 00:00:00+00:00,-0.00949772001800575
2023-02-28 00:00:00+00:00,0.01489877446718757
2023-03-31 00:00:00+00:00,-0.008510883866525654
2023-04-30 00:00:00+00:00,0.0008693085932667266
2023-05-31 00:00:00+00:00,0.00818254170258026
2023-06-30 00:00:00+00:00,-0.003587598805168124
2023-07-31 00:00:00+00:00,-0.008534399899718714
2023-08-31 00:00:00+00:00,0.01125130837289845
2023-09-30 00:00:00+00:00,0.002539332056150645
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,0.0
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,0.0
2026-04-30 00:00:00+00:00,0.0
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.0
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
