time,soft_high_cip_stress
2018-08-31 00:00:00+00:00,0.00031566299771990103
2018-09-30 00:00:00+00:00,0.00026430935122401245
2018-10-31 00:00:00+00:00,0.0011125234674220774
2018-11-30 00:00:00+00:00,0.0002102420486964629
2018-12-31 00:00:00+00:00,-0.003618713508664495
2019-01-31 00:00:00+00:00,-0.002141305973731522
2019-02-28 00:00:00+00:00,-0.00015090622007374321
2019-03-31 00:00:00+00:00,-0.0011383822607433647
2019-04-30 00:00:00+00:00,-0.00028955781058548347
2019-05-31 00:00:00+00:00,-0.007551611521468882
2019-06-30 00:00:00+00:00,-2.3909883816175537e-06
2019-07-31 00:00:00+00:00,-0.0036245439842603755
2019-08-31 00:00:00+00:00,-0.0005188767564060504
2019-09-30 00:00:00+00:00,0.0024200104152705126
2019-10-31 00:00:00+00:00,0.004075650370352513
2019-11-30 00:00:00+00:00,-0.0006319954613537293
2019-12-31 00:00:00+00:00,-0.00012698206737193907
2020-01-31 00:00:00+00:00,-0.0023561976944210805
2020-02-29 00:00:00+00:00,0.0013175288353308723
2020-03-31 00:00:00+00:00,0.0015366180845097777
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0006182683642494968
2021-12-31 00:00:00+00:00,-0.0006053766212815725
2022-01-31 00:00:00+00:00,-0.0026325579008564803
2022-02-28 00:00:00+00:00,0.0018606821406241814
2022-03-31 00:00:00+00:00,0.013941632827439543
2022-04-30 00:00:00+00:00,0.0024685061701508193
2022-05-31 00:00:00+00:00,-0.001251099258061994
2022-06-30 00:00:00+00:00,0.0007523240033326939
2022-07-31 00:00:00+00:00,-0.0014865736516602723
2022-08-31 00:00:00+00:00,0.0025503164290496816
2022-09-30 00:00:00+00:00,0.0032143807947730973
2022-10-31 00:00:00+00:00,-0.0029224703201867763
2022-11-30 00:00:00+00:00,0.0058042097428556705
2022-12-31 00:00:00+00:00,0.005148211422729032
2023-01-31 00:00:00+00:00,-0.002466260386308927
2023-02-28 00:00:00+00:00,0.003902747297932274
2023-03-31 00:00:00+00:00,-0.0011488236213340608
2023-04-30 00:00:00+00:00,0.0013665965362625876
2023-05-31 00:00:00+00:00,-0.0022793972034225174
2023-06-30 00:00:00+00:00,0.006138538384962811
2023-07-31 00:00:00+00:00,-0.0028909605459691567
2023-08-31 00:00:00+00:00,-0.0016230776005980996
2023-09-30 00:00:00+00:00,-0.0004529773463133324
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,0.0
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,0.0
2026-04-30 00:00:00+00:00,0.0
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.0
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
