time,gepu_usd
2018-08-31 00:00:00+00:00,-0.00038277425047250624
2018-09-30 00:00:00+00:00,0.0007991647099689914
2018-10-31 00:00:00+00:00,0.001157778559631506
2018-11-30 00:00:00+00:00,-0.00038303193115629686
2018-12-31 00:00:00+00:00,0.001077613137267175
2019-01-31 00:00:00+00:00,-0.0010292845473198753
2019-02-28 00:00:00+00:00,0.0006085584355317586
2019-03-31 00:00:00+00:00,0.0007385200506837553
2019-04-30 00:00:00+00:00,0.0009493189759415266
2019-05-31 00:00:00+00:00,0.0005240945476441272
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.002577603072944079
2019-08-31 00:00:00+00:00,-0.0004960680969580133
2019-09-30 00:00:00+00:00,0.00011027283225306661
2019-10-31 00:00:00+00:00,-0.00010988623334706737
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,0.0
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.0
2020-04-30 00:00:00+00:00,-0.0033619182466106956
2020-05-31 00:00:00+00:00,-0.001097214649839362
2020-06-30 00:00:00+00:00,-0.002534049656936377
2020-07-31 00:00:00+00:00,-0.0005383836854112589
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,-0.003052933910192235
2021-01-31 00:00:00+00:00,4.518278016840682e-06
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.0
2022-01-31 00:00:00+00:00,0.0020488141863319598
2022-02-28 00:00:00+00:00,-0.00159228112527654
2022-03-31 00:00:00+00:00,0.0
2022-04-30 00:00:00+00:00,0.007671642417190538
2022-05-31 00:00:00+00:00,-0.001950052426468507
2022-06-30 00:00:00+00:00,0.004521781966042138
2022-07-31 00:00:00+00:00,0.00041677423135788594
2022-08-31 00:00:00+00:00,0.0035642410726171025
2022-09-30 00:00:00+00:00,0.0009707894705239806
2022-10-31 00:00:00+00:00,0.0
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,-0.00019874725103130597
2023-01-31 00:00:00+00:00,-0.0004345181835252454
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.000979402520666195
2023-05-31 00:00:00+00:00,-0.0002218295972190587
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,-0.00400096968036201
2024-09-30 00:00:00+00:00,0.0005762898735028887
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.004041851999521118
2025-01-31 00:00:00+00:00,0.00020571769631305692
2025-02-28 00:00:00+00:00,-0.0012054206021718805
2025-03-31 00:00:00+00:00,-0.0020877583428405844
2025-04-30 00:00:00+00:00,-0.006627721513218554
2025-05-31 00:00:00+00:00,-0.00061202145021233
2025-06-30 00:00:00+00:00,-0.0030486443568835675
2025-07-31 00:00:00+00:00,-2.8168408976458892e-05
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,0.0
2026-04-30 00:00:00+00:00,0.0
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.0
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
