time,funding_ew
2017-11-30 00:00:00+00:00,0.0
2017-12-31 00:00:00+00:00,-0.0007864894454807647
2018-01-31 00:00:00+00:00,-0.003321277929278832
2018-02-28 00:00:00+00:00,0.0070762907329120495
2018-03-31 00:00:00+00:00,0.0006200240288358749
2018-04-30 00:00:00+00:00,0.004707546180682698
2018-05-31 00:00:00+00:00,-0.00030559234193572316
2018-06-30 00:00:00+00:00,0.0019832804237538415
2018-07-31 00:00:00+00:00,0.0
2018-08-31 00:00:00+00:00,0.0
2018-09-30 00:00:00+00:00,0.0
2018-10-31 00:00:00+00:00,0.0009010182971207481
2018-11-30 00:00:00+00:00,-0.001785640401618882
2018-12-31 00:00:00+00:00,0.00377273823533697
2019-01-31 00:00:00+00:00,-0.003181627710503454
2019-02-28 00:00:00+00:00,0.00020881200293909608
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,4.6169597872181e-05
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,6.231982520121804e-05
2019-12-31 00:00:00+00:00,-0.004041448126301694
2020-01-31 00:00:00+00:00,0.0006017530699156115
2020-02-29 00:00:00+00:00,0.00033451350237712063
2020-03-31 00:00:00+00:00,0.00700869092114953
2020-04-30 00:00:00+00:00,-0.006570620619650747
2020-05-31 00:00:00+00:00,0.0021336505906150993
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0007006107883245072
2021-07-31 00:00:00+00:00,-0.0008002474441897167
2021-08-31 00:00:00+00:00,0.0022982761044700872
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,-0.0007688732590914737
2021-11-30 00:00:00+00:00,0.008611945294362267
2021-12-31 00:00:00+00:00,-0.0016440990108966824
2022-01-31 00:00:00+00:00,0.004332972132883306
2022-02-28 00:00:00+00:00,-0.0021129670193440475
2022-03-31 00:00:00+00:00,-0.0014536242454594728
2022-04-30 00:00:00+00:00,0.01780025277629682
2022-05-31 00:00:00+00:00,-0.008173461852661434
2022-06-30 00:00:00+00:00,0.015434467748702163
2022-07-31 00:00:00+00:00,-0.00048293167665602876
2022-08-31 00:00:00+00:00,0.00385726889675575
2022-09-30 00:00:00+00:00,0.019254611666491783
2022-10-31 00:00:00+00:00,-0.00046099188191084384
2022-11-30 00:00:00+00:00,-0.007235469054325261
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,-0.002668088195490692
2023-04-30 00:00:00+00:00,-0.0008350877847467242
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0008125232803888327
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.003442320284037015
2024-05-31 00:00:00+00:00,-0.0024773181656078114
2024-06-30 00:00:00+00:00,0.0005817850956144621
2024-07-31 00:00:00+00:00,-0.0011782170884713228
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0005736445372952481
2025-01-31 00:00:00+00:00,0.0011471443283830318
2025-02-28 00:00:00+00:00,-0.0032605643761842718
2025-03-31 00:00:00+00:00,-0.004846874793508316
2025-04-30 00:00:00+00:00,-0.00558140223947734
2025-05-31 00:00:00+00:00,0.0003156837227791254
2025-06-30 00:00:00+00:00,-6.915552765218713e-06
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,-0.00015689722181166932
2025-12-31 00:00:00+00:00,-0.0019231090783959903
2026-01-31 00:00:00+00:00,-0.0007493934029215721
2026-02-28 00:00:00+00:00,0.0016124925184739514
2026-03-31 00:00:00+00:00,0.005710436824835297
2026-04-30 00:00:00+00:00,-0.0033922729752006164
2026-05-31 00:00:00+00:00,-0.0014898696581759907
2026-06-30 00:00:00+00:00,0.00468246410627704
2026-07-31 00:00:00+00:00,-0.0026158218744675166
2026-08-31 00:00:00+00:00,1.878132699095758e-05
2026-09-30 00:00:00+00:00,0.000967739303968207
