time,acm_tp_stress_fx
2018-07-31 00:00:00+00:00,0.0
2018-08-31 00:00:00+00:00,0.0
2018-09-30 00:00:00+00:00,0.00016865645943764385
2018-10-31 00:00:00+00:00,-0.0011631753873387884
2018-11-30 00:00:00+00:00,-0.0006104958292629803
2018-12-31 00:00:00+00:00,0.0
2019-01-31 00:00:00+00:00,0.0
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.0
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,0.0
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.0
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,-0.000813434122809209
2021-02-28 00:00:00+00:00,0.003909514622586263
2021-03-31 00:00:00+00:00,-0.015518352475173303
2021-04-30 00:00:00+00:00,0.013245250513821638
2021-05-31 00:00:00+00:00,0.003725724359247229
2021-06-30 00:00:00+00:00,-0.014345304991335461
2021-07-31 00:00:00+00:00,-0.00022539449810954348
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,-7.500000000004725e-05
2021-10-31 00:00:00+00:00,0.011666502067735784
2021-11-30 00:00:00+00:00,-0.009324402554823474
2021-12-31 00:00:00+00:00,8.633248436806795e-05
2022-01-31 00:00:00+00:00,-0.006477609527298367
2022-02-28 00:00:00+00:00,0.003635473122867383
2022-03-31 00:00:00+00:00,0.0011964770383607881
2022-04-30 00:00:00+00:00,-0.02618995391593426
2022-05-31 00:00:00+00:00,0.00642837238539995
2022-06-30 00:00:00+00:00,-0.015038645081129287
2022-07-31 00:00:00+00:00,-0.0015398633847739651
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,0.0068971021719497205
2022-10-31 00:00:00+00:00,0.002783724669400245
2022-11-30 00:00:00+00:00,0.019844951524929266
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,-0.0028093354340075205
2023-10-31 00:00:00+00:00,-0.0026443299552335597
2023-11-30 00:00:00+00:00,0.01653629406943713
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,-0.003167959831206768
2024-05-31 00:00:00+00:00,0.007303981169560991
2024-06-30 00:00:00+00:00,0.002408310017298243
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,-0.002041016848305377
2024-11-30 00:00:00+00:00,-0.005918942043826481
2024-12-31 00:00:00+00:00,-0.014311408989103103
2025-01-31 00:00:00+00:00,-0.0007362443414765663
2025-02-28 00:00:00+00:00,0.008354046623964662
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,-0.0002835927958250162
2025-05-31 00:00:00+00:00,0.0
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.018315679551163866
2026-02-28 00:00:00+00:00,-0.002271489299907059
2026-03-31 00:00:00+00:00,-0.0018435290452464281
2026-04-30 00:00:00+00:00,0.01148396781424088
2026-05-31 00:00:00+00:00,-0.002811956946155214
2026-06-30 00:00:00+00:00,-0.01505935862049268
2026-07-31 00:00:00+00:00,0.005929595590279835
2026-08-31 00:00:00+00:00,0.0038841231401123277
2026-09-30 00:00:00+00:00,-0.00291712112344078
