time,us_real_usd
2018-06-30 00:00:00+00:00,0.009361237542223622
2018-07-31 00:00:00+00:00,0.003910916911863405
2018-08-31 00:00:00+00:00,0.00767519225653035
2018-09-30 00:00:00+00:00,-0.0020975541495052985
2018-10-31 00:00:00+00:00,0.008093768815083502
2018-11-30 00:00:00+00:00,-0.0058631308208463295
2018-12-31 00:00:00+00:00,-0.0016401900337086328
2019-01-31 00:00:00+00:00,-0.0024638918622033046
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.0
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,0.0
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,-0.004823871452489303
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0038347602903749944
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,-0.0023357788016986625
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.0
2022-01-31 00:00:00+00:00,0.008458119101043104
2022-02-28 00:00:00+00:00,-0.003676283665489666
2022-03-31 00:00:00+00:00,-0.006225594542518698
2022-04-30 00:00:00+00:00,0.02680379788897813
2022-05-31 00:00:00+00:00,-0.006538217362768717
2022-06-30 00:00:00+00:00,0.015089870077907408
2022-07-31 00:00:00+00:00,-0.0012217138733009447
2022-08-31 00:00:00+00:00,0.01707639715510112
2022-09-30 00:00:00+00:00,0.01693534476053382
2022-10-31 00:00:00+00:00,-0.0005493074407834087
2022-11-30 00:00:00+00:00,-0.020408605958085135
2022-12-31 00:00:00+00:00,-0.01235281772848107
2023-01-31 00:00:00+00:00,-0.008093288949398203
2023-02-28 00:00:00+00:00,0.0065605181193895135
2023-03-31 00:00:00+00:00,-0.010901401270545175
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,-0.0005104742337036505
2023-06-30 00:00:00+00:00,-0.0017063303504755156
2023-07-31 00:00:00+00:00,-0.010863600882748181
2023-08-31 00:00:00+00:00,0.005898271690103041
2023-09-30 00:00:00+00:00,0.009659290515161567
2023-10-31 00:00:00+00:00,0.002577277643932341
2023-11-30 00:00:00+00:00,-0.016483434103212624
2023-12-31 00:00:00+00:00,0.0010364258755426459
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0033719900753022003
2024-05-31 00:00:00+00:00,-0.0074204111483546775
2024-06-30 00:00:00+00:00,-0.0027082987672980563
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,-0.0019333277151859507
2024-12-31 00:00:00+00:00,-0.0008692590419210333
2025-01-31 00:00:00+00:00,-0.0007584547658662233
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,-0.005261857900404121
2025-05-31 00:00:00+00:00,-0.0016437789361368749
2025-06-30 00:00:00+00:00,-0.0022250097814595637
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,-0.000714369966825279
2026-04-30 00:00:00+00:00,-0.000874472317787478
2026-05-31 00:00:00+00:00,-0.0012481310304898185
2026-06-30 00:00:00+00:00,0.014997260705737814
2026-07-31 00:00:00+00:00,-0.00777246058968184
2026-08-31 00:00:00+00:00,-0.003918421590592969
2026-09-30 00:00:00+00:00,0.002896204236718658
