time,cip_stress_haven_usd
2018-08-31 00:00:00+00:00,0.0015641084019988316
2018-09-30 00:00:00+00:00,0.002700945510717867
2018-10-31 00:00:00+00:00,0.008093768815083502
2018-11-30 00:00:00+00:00,-0.005863130820846552
2018-12-31 00:00:00+00:00,0.0035839966995026007
2019-01-31 00:00:00+00:00,-0.009543830395996822
2019-02-28 00:00:00+00:00,0.002794122854118175
2019-03-31 00:00:00+00:00,0.00395259886760857
2019-04-30 00:00:00+00:00,0.004507404482361865
2019-05-31 00:00:00+00:00,0.00459137852377256
2019-06-30 00:00:00+00:00,-0.01042859132086027
2019-07-31 00:00:00+00:00,0.01050431212111036
2019-08-31 00:00:00+00:00,0.001960529734837735
2019-09-30 00:00:00+00:00,0.002571775129389664
2019-10-31 00:00:00+00:00,-0.008866182714502346
2019-11-30 00:00:00+00:00,0.00382533710975852
2019-12-31 00:00:00+00:00,-0.011913206624385109
2020-01-31 00:00:00+00:00,0.007859348487574414
2020-02-29 00:00:00+00:00,0.0059962164308324795
2020-03-31 00:00:00+00:00,-0.0013490361490674507
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.013814994677143089
2021-12-31 00:00:00+00:00,-0.0021423785866248046
2022-01-31 00:00:00+00:00,0.00863245806663504
2022-02-28 00:00:00+00:00,-0.0036762836654895548
2022-03-31 00:00:00+00:00,-0.0016967989677280082
2022-04-30 00:00:00+00:00,0.026803797888978353
2022-05-31 00:00:00+00:00,-0.006538217362768495
2022-06-30 00:00:00+00:00,0.015089870077907408
2022-07-31 00:00:00+00:00,-0.0012217138733005006
2022-08-31 00:00:00+00:00,0.014736156113535293
2022-09-30 00:00:00+00:00,0.01693534476053382
2022-10-31 00:00:00+00:00,-0.0005493074407834087
2022-11-30 00:00:00+00:00,-0.020408605958085024
2022-12-31 00:00:00+00:00,-0.011179486485232593
2023-01-31 00:00:00+00:00,-0.009497720018006306
2023-02-28 00:00:00+00:00,0.014898774467187792
2023-03-31 00:00:00+00:00,-0.00851088386652632
2023-04-30 00:00:00+00:00,0.0008693085932665046
2023-05-31 00:00:00+00:00,0.008182541702580481
2023-06-30 00:00:00+00:00,-0.003587598805168457
2023-07-31 00:00:00+00:00,-0.008534399899719491
2023-08-31 00:00:00+00:00,0.011251308372898228
2023-09-30 00:00:00+00:00,0.002458477561325667
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,0.0
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,0.0
2026-04-30 00:00:00+00:00,0.0
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.0
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
