time,us_hpi_haven_usd
2019-01-31 00:00:00+00:00,-0.0072464365748489135
2019-02-28 00:00:00+00:00,0.002794122854118619
2019-03-31 00:00:00+00:00,0.00395259886760857
2019-04-30 00:00:00+00:00,0.004507404482361421
2019-05-31 00:00:00+00:00,0.004591378523773226
2019-06-30 00:00:00+00:00,-0.010428591320859937
2019-07-31 00:00:00+00:00,0.010504312121110582
2019-08-31 00:00:00+00:00,0.001960529734837735
2019-09-30 00:00:00+00:00,0.002571775129390108
2019-10-31 00:00:00+00:00,-0.00886618271450268
2019-11-30 00:00:00+00:00,0.0038253371097578537
2019-12-31 00:00:00+00:00,-0.011913206624385775
2020-01-31 00:00:00+00:00,0.007859348487574191
2020-02-29 00:00:00+00:00,0.005996216430833146
2020-03-31 00:00:00+00:00,0.01282887205706773
2020-04-30 00:00:00+00:00,-0.007091027779446923
2020-05-31 00:00:00+00:00,-0.00369072666312098
2020-06-30 00:00:00+00:00,-0.008468810687261463
2020-07-31 00:00:00+00:00,-0.00143699826277488
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.0
2022-01-31 00:00:00+00:00,0.0
2022-02-28 00:00:00+00:00,0.0
2022-03-31 00:00:00+00:00,0.0
2022-04-30 00:00:00+00:00,0.0
2022-05-31 00:00:00+00:00,0.0
2022-06-30 00:00:00+00:00,0.0
2022-07-31 00:00:00+00:00,0.0
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,0.0
2022-10-31 00:00:00+00:00,0.0
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,-0.006790132271168869
2023-02-28 00:00:00+00:00,0.01489877446718757
2023-03-31 00:00:00+00:00,0.0010548609660658848
2023-04-30 00:00:00+00:00,-0.0018655374627459809
2023-05-31 00:00:00+00:00,0.008182541702580703
2023-06-30 00:00:00+00:00,-0.003587598805168124
2023-07-31 00:00:00+00:00,-0.008534399899718381
2023-08-31 00:00:00+00:00,0.011251308372898228
2023-09-30 00:00:00+00:00,0.009659290515161567
2023-10-31 00:00:00+00:00,0.002577277643932341
2023-11-30 00:00:00+00:00,-0.016483434103212624
2023-12-31 00:00:00+00:00,-0.012254032578305929
2024-01-31 00:00:00+00:00,-0.00015067125424295114
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,0.0
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,0.01616357858325812
2025-08-31 00:00:00+00:00,-0.005178168843450237
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.008085679271926605
2025-11-30 00:00:00+00:00,0.0013798456699234407
2025-12-31 00:00:00+00:00,-0.0008769625279395621
2026-01-31 00:00:00+00:00,-0.016073554905201126
2026-02-28 00:00:00+00:00,0.006167268200242049
2026-03-31 00:00:00+00:00,0.011835441490729792
2026-04-30 00:00:00+00:00,-0.01147543455568234
2026-05-31 00:00:00+00:00,0.0027735605589329637
2026-06-30 00:00:00+00:00,0.014997260705738036
2026-07-31 00:00:00+00:00,-0.007772460589681618
2026-08-31 00:00:00+00:00,-0.003918421590593302
2026-09-30 00:00:00+00:00,0.002896204236718436
