time,mom_high_vix
2018-08-31 00:00:00+00:00,0.0
2018-09-30 00:00:00+00:00,0.0
2018-10-31 00:00:00+00:00,-0.010787573106379567
2018-11-30 00:00:00+00:00,-0.0030208891570849827
2018-12-31 00:00:00+00:00,0.010869484296006426
2019-01-31 00:00:00+00:00,0.0046113986838451915
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,-0.0027586492391016293
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,-0.001122257363095014
2020-02-29 00:00:00+00:00,-0.00218847723651161
2020-03-31 00:00:00+00:00,-0.006549832298367586
2020-04-30 00:00:00+00:00,-0.02572401510616562
2020-05-31 00:00:00+00:00,0.0033056416164689573
2020-06-30 00:00:00+00:00,0.0007309432847346642
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,-0.00014999999999998348
2021-12-31 00:00:00+00:00,0.006215504838708696
2022-01-31 00:00:00+00:00,0.0034738704232755158
2022-02-28 00:00:00+00:00,0.008102752340255925
2022-03-31 00:00:00+00:00,-0.020325199027518948
2022-04-30 00:00:00+00:00,0.008801568865248743
2022-05-31 00:00:00+00:00,0.003183161745402119
2022-06-30 00:00:00+00:00,0.0024979744883193433
2022-07-31 00:00:00+00:00,-0.008630569552675271
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,-0.006032261971800179
2022-10-31 00:00:00+00:00,0.0019917275847365357
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.00040204999035409195
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,-0.00023499333121768107
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,-0.011028051026440222
2024-08-31 00:00:00+00:00,0.0008566332287713863
2024-09-30 00:00:00+00:00,0.00045871407038267087
2024-10-31 00:00:00+00:00,0.0022508477611573596
2024-11-30 00:00:00+00:00,-0.006715530740642794
2024-12-31 00:00:00+00:00,-1.5365820822843546e-05
2025-01-31 00:00:00+00:00,-0.00015482292491142413
2025-02-28 00:00:00+00:00,0.0024815824228423544
2025-03-31 00:00:00+00:00,-0.005087307961288978
2025-04-30 00:00:00+00:00,0.003977288148072855
2025-05-31 00:00:00+00:00,-0.001376909524899217
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,-0.0006647433131575786
2025-11-30 00:00:00+00:00,0.0002099211297752479
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,-0.005107295164222592
2026-04-30 00:00:00+00:00,0.0049764704528107995
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.000750721607298388
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
