time,walcl_haven_usd
2018-11-30 00:00:00+00:00,0.0
2018-12-31 00:00:00+00:00,0.0
2019-01-31 00:00:00+00:00,0.0
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.0
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,-0.007485547714169427
2019-11-30 00:00:00+00:00,0.0038253371097580757
2019-12-31 00:00:00+00:00,-0.011913206624385775
2020-01-31 00:00:00+00:00,0.007859348487574191
2020-02-29 00:00:00+00:00,0.0059962164308327015
2020-03-31 00:00:00+00:00,0.012828872057067953
2020-04-30 00:00:00+00:00,-0.007091027779446701
2020-05-31 00:00:00+00:00,-0.003690726663120758
2020-06-30 00:00:00+00:00,-0.008468810687261574
2020-07-31 00:00:00+00:00,-0.019639849157959577
2020-08-31 00:00:00+00:00,-0.00544464637920794
2020-09-30 00:00:00+00:00,0.009335545339416607
2020-10-31 00:00:00+00:00,-0.0007623023469003343
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.0
2022-01-31 00:00:00+00:00,0.0
2022-02-28 00:00:00+00:00,0.0
2022-03-31 00:00:00+00:00,0.0
2022-04-30 00:00:00+00:00,0.0
2022-05-31 00:00:00+00:00,0.0
2022-06-30 00:00:00+00:00,0.0
2022-07-31 00:00:00+00:00,0.0
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,0.0
2022-10-31 00:00:00+00:00,0.0
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.00384861344684273
2025-03-31 00:00:00+00:00,-0.006963800625904959
2025-04-30 00:00:00+00:00,-0.02203676361345175
2025-05-31 00:00:00+00:00,-0.0020928934949366873
2025-06-30 00:00:00+00:00,-0.010153825540731076
2025-07-31 00:00:00+00:00,0.015704045926872467
2025-08-31 00:00:00+00:00,-0.008151258687485896
2025-09-30 00:00:00+00:00,0.00147567477283439
2025-10-31 00:00:00+00:00,0.007304433367411489
2025-11-30 00:00:00+00:00,0.0013798456699238848
2025-12-31 00:00:00+00:00,-0.007408625336656649
2026-01-31 00:00:00+00:00,-0.015156660198304861
2026-02-28 00:00:00+00:00,0.006167268200242271
2026-03-31 00:00:00+00:00,0.01183544149072957
2026-04-30 00:00:00+00:00,-0.01147543455568234
2026-05-31 00:00:00+00:00,0.002773560558933408
2026-06-30 00:00:00+00:00,0.014997260705738036
2026-07-31 00:00:00+00:00,-0.007772460589681618
2026-08-31 00:00:00+00:00,-0.00391842159059308
2026-09-30 00:00:00+00:00,0.00289620423671888
