time,us_cons_stress_fx
2019-01-31 00:00:00+00:00,0.0
2019-02-28 00:00:00+00:00,-0.003094250889746797
2019-03-31 00:00:00+00:00,-0.003978722011402591
2019-04-30 00:00:00+00:00,-0.004519908502948922
2019-05-31 00:00:00+00:00,-0.0045886498126544994
2019-06-30 00:00:00+00:00,0.010489461102606956
2019-07-31 00:00:00+00:00,-0.010454798891387562
2019-08-31 00:00:00+00:00,-0.001980848068265373
2019-09-30 00:00:00+00:00,-0.002606618372955616
2019-10-31 00:00:00+00:00,0.00019891867001620156
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,0.0
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.0
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.0
2022-01-31 00:00:00+00:00,0.0
2022-02-28 00:00:00+00:00,0.0
2022-03-31 00:00:00+00:00,0.0
2022-04-30 00:00:00+00:00,0.0
2022-05-31 00:00:00+00:00,0.0
2022-06-30 00:00:00+00:00,0.0
2022-07-31 00:00:00+00:00,0.0
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,0.0
2022-10-31 00:00:00+00:00,0.0
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,-0.014951144852772269
2025-01-31 00:00:00+00:00,-0.0022462071245312742
2025-02-28 00:00:00+00:00,0.009511775896336117
2025-03-31 00:00:00+00:00,0.006950310359028489
2025-04-30 00:00:00+00:00,0.022191709639060253
2025-05-31 00:00:00+00:00,0.001941560267261444
2025-06-30 00:00:00+00:00,0.010177070840654112
2025-07-31 00:00:00+00:00,-0.015532921516309584
2025-08-31 00:00:00+00:00,0.008140352694540942
2025-09-30 00:00:00+00:00,-0.0015598145418214138
2025-10-31 00:00:00+00:00,-0.0072871595421372115
2025-11-30 00:00:00+00:00,-0.0014121625091914058
2025-12-31 00:00:00+00:00,0.0074237556257312765
2026-01-31 00:00:00+00:00,0.01527925885582948
2026-02-28 00:00:00+00:00,-0.006225658074147322
2026-03-31 00:00:00+00:00,-0.011826839394624478
2026-04-30 00:00:00+00:00,0.01148396781424088
2026-05-31 00:00:00+00:00,-0.00281195694615588
2026-06-30 00:00:00+00:00,-0.014827869819454942
2026-07-31 00:00:00+00:00,0.007772418488091848
2026-08-31 00:00:00+00:00,0.003884123140112772
2026-09-30 00:00:00+00:00,-0.002917121123441002
