time,us_bci_weak_fx
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,-0.0027502150075365828
2019-04-30 00:00:00+00:00,-0.00073418760361188
2019-05-31 00:00:00+00:00,-0.003773518212729088
2019-06-30 00:00:00+00:00,0.01048946110260629
2019-07-31 00:00:00+00:00,-0.010454798891387451
2019-08-31 00:00:00+00:00,-0.00198084806826504
2019-09-30 00:00:00+00:00,-0.002606618372955838
2019-10-31 00:00:00+00:00,0.008916150399614242
2019-11-30 00:00:00+00:00,-0.0038250477771859526
2019-12-31 00:00:00+00:00,0.012018833211058455
2020-01-31 00:00:00+00:00,-0.007820412423537593
2020-02-29 00:00:00+00:00,-0.005991770863655321
2020-03-31 00:00:00+00:00,-0.013199961938054172
2020-04-30 00:00:00+00:00,-0.0019557637147717966
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.018508280911706754
2020-08-31 00:00:00+00:00,0.0053672907232924505
2020-09-30 00:00:00+00:00,-8.331422592722237e-05
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.0
2022-01-31 00:00:00+00:00,0.0
2022-02-28 00:00:00+00:00,0.0
2022-03-31 00:00:00+00:00,0.0
2022-04-30 00:00:00+00:00,0.0
2022-05-31 00:00:00+00:00,0.0
2022-06-30 00:00:00+00:00,-0.012213246115975296
2022-07-31 00:00:00+00:00,-0.0018470582712286632
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,-0.014876075169006353
2022-10-31 00:00:00+00:00,0.00028128847826214276
2022-11-30 00:00:00+00:00,-0.0017915353141830792
2022-12-31 00:00:00+00:00,0.004552031281124913
2023-01-31 00:00:00+00:00,0.0094386989289581
2023-02-28 00:00:00+00:00,-0.014841983110914114
2023-03-31 00:00:00+00:00,0.008437405281515042
2023-04-30 00:00:00+00:00,-0.0009784458834358745
2023-05-31 00:00:00+00:00,-0.008205646970152913
2023-06-30 00:00:00+00:00,0.003523003610485409
2023-07-31 00:00:00+00:00,0.0023334309415625754
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,0.0
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,0.0
2026-04-30 00:00:00+00:00,0.0
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.0
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
