time,acm_tp_lvl_usd
2018-02-28 00:00:00+00:00,0.008014829287012137
2018-03-31 00:00:00+00:00,0.0012018889895268892
2018-04-30 00:00:00+00:00,0.009925604107251518
2018-05-31 00:00:00+00:00,0.004657048808806019
2018-06-30 00:00:00+00:00,0.01013863382948621
2018-07-31 00:00:00+00:00,-0.0024941912142045775
2018-08-31 00:00:00+00:00,0.0051249203369228
2018-09-30 00:00:00+00:00,0.0021403421405208345
2018-10-31 00:00:00+00:00,0.006282142096832866
2018-11-30 00:00:00+00:00,-0.0032024764862965682
2018-12-31 00:00:00+00:00,0.0
2019-01-31 00:00:00+00:00,0.0
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.0
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,-3.194263167960454e-05
2020-01-31 00:00:00+00:00,0.0
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.0
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,-0.00023771889429291537
2020-12-31 00:00:00+00:00,-0.002909099929381931
2021-01-31 00:00:00+00:00,0.003357070308543264
2021-02-28 00:00:00+00:00,-0.003950799372241298
2021-03-31 00:00:00+00:00,0.01566380936912659
2021-04-30 00:00:00+00:00,-0.013123944810618071
2021-05-31 00:00:00+00:00,-0.003794558602491116
2021-06-30 00:00:00+00:00,0.014478691296249568
2021-07-31 00:00:00+00:00,-0.00023691138336523476
2021-08-31 00:00:00+00:00,0.0009705661663390597
2021-09-30 00:00:00+00:00,0.0046902504334151995
2021-10-31 00:00:00+00:00,-0.010586159500954317
2021-11-30 00:00:00+00:00,0.014909130256972603
2021-12-31 00:00:00+00:00,9.473609449139886e-06
2022-01-31 00:00:00+00:00,0.00853635022203636
2022-02-28 00:00:00+00:00,-0.003676283665489666
2022-03-31 00:00:00+00:00,-0.0016880944973488576
2022-04-30 00:00:00+00:00,0.026803797888978576
2022-05-31 00:00:00+00:00,-0.006538217362768717
2022-06-30 00:00:00+00:00,0.015089870077906742
2022-07-31 00:00:00+00:00,0.004715878412245633
2022-08-31 00:00:00+00:00,0.000786814553962234
2022-09-30 00:00:00+00:00,0.007812803907952581
2022-10-31 00:00:00+00:00,-0.0010143478251897209
2022-11-30 00:00:00+00:00,-0.022033098925345218
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,-1.738935842476863e-05
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,-0.0026925362195210356
2023-08-31 00:00:00+00:00,0.0008762207218040441
2023-09-30 00:00:00+00:00,0.00534192055143734
2023-10-31 00:00:00+00:00,0.002577277643932785
2023-11-30 00:00:00+00:00,-0.01649307281197321
2023-12-31 00:00:00+00:00,-0.0023156563908438565
2024-01-31 00:00:00+00:00,-0.00029165947106502
2024-02-29 00:00:00+00:00,-3.972542993191386e-05
2024-03-31 00:00:00+00:00,0.0010529709989672842
2024-04-30 00:00:00+00:00,0.007890961999112323
2024-05-31 00:00:00+00:00,-0.009160306540200058
2024-06-30 00:00:00+00:00,-0.002063328020218025
2024-07-31 00:00:00+00:00,-0.001102723101055525
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.003948702545992555
2024-11-30 00:00:00+00:00,0.005810773557230808
2024-12-31 00:00:00+00:00,0.014436349557835904
2025-01-31 00:00:00+00:00,0.0006583847816934441
2025-02-28 00:00:00+00:00,-0.004923103180928257
2025-03-31 00:00:00+00:00,-0.0028522938050746793
2025-04-30 00:00:00+00:00,-0.008092706128085547
2025-05-31 00:00:00+00:00,-0.003976370443259936
2025-06-30 00:00:00+00:00,-0.004913806923485864
2025-07-31 00:00:00+00:00,0.0026844913145196436
2025-08-31 00:00:00+00:00,-0.0008159047049673962
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,-0.0002773614055315843
2026-01-31 00:00:00+00:00,-0.017003736307417583
2026-02-28 00:00:00+00:00,0.0026483643122474643
2026-03-31 00:00:00+00:00,0.005341858206498573
2026-04-30 00:00:00+00:00,-0.011475434555683006
2026-05-31 00:00:00+00:00,0.002773560558933408
2026-06-30 00:00:00+00:00,0.014997037944485259
2026-07-31 00:00:00+00:00,-0.007621653952004315
2026-08-31 00:00:00+00:00,-0.00391842159059308
2026-09-30 00:00:00+00:00,0.002896204236718658
