time,acm_tp_usd
2018-08-31 00:00:00+00:00,0.0
2018-09-30 00:00:00+00:00,-0.0004686452094379012
2018-10-31 00:00:00+00:00,0.0008363461425884289
2018-11-30 00:00:00+00:00,0.00028804468435672526
2018-12-31 00:00:00+00:00,0.0
2019-01-31 00:00:00+00:00,0.0
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.0
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,0.0
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.0
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0006106976525246388
2021-02-28 00:00:00+00:00,-0.003950799372241187
2021-03-31 00:00:00+00:00,0.015663809369126147
2021-04-30 00:00:00+00:00,-0.013123944810618404
2021-05-31 00:00:00+00:00,-0.003794558602491449
2021-06-30 00:00:00+00:00,0.014478691296250457
2021-07-31 00:00:00+00:00,6.011400798056066e-05
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,-7.499999999993623e-05
2021-10-31 00:00:00+00:00,-0.011857057942083249
2021-11-30 00:00:00+00:00,0.009060424404764955
2021-12-31 00:00:00+00:00,-0.00038632123436799226
2022-01-31 00:00:00+00:00,0.0061559572199307855
2022-02-28 00:00:00+00:00,-0.0036762836654895548
2022-03-31 00:00:00+00:00,-0.0015821231558423854
2022-04-30 00:00:00+00:00,0.02680379788897813
2022-05-31 00:00:00+00:00,-0.006538217362768828
2022-06-30 00:00:00+00:00,0.015089870077907852
2022-07-31 00:00:00+00:00,0.0013887726356178742
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,-0.007037827604534641
2022-10-31 00:00:00+00:00,-0.003335509537914061
2022-11-30 00:00:00+00:00,-0.020209417810981734
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0026499349229212044
2023-10-31 00:00:00+00:00,0.002577277643932563
2023-11-30 00:00:00+00:00,-0.016557164461403984
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.002988412325781953
2024-05-31 00:00:00+00:00,-0.0074204111483549
2024-06-30 00:00:00+00:00,-0.0027082987672981673
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0018906555488527044
2024-11-30 00:00:00+00:00,0.0058107735572312524
2024-12-31 00:00:00+00:00,0.014436349557835904
2025-01-31 00:00:00+00:00,0.0006583847816938881
2025-02-28 00:00:00+00:00,-0.008553809942383084
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,-1.6395954175019156e-05
2025-05-31 00:00:00+00:00,0.0
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,-0.018220559178701246
2026-02-28 00:00:00+00:00,0.0017562904571570837
2026-03-31 00:00:00+00:00,0.0016207690368197358
2026-04-30 00:00:00+00:00,-0.011475434555682229
2026-05-31 00:00:00+00:00,0.002773560558933408
2026-06-30 00:00:00+00:00,0.015083559948965597
2026-07-31 00:00:00+00:00,-0.006099340644694196
2026-08-31 00:00:00+00:00,-0.003918421590592858
2026-09-30 00:00:00+00:00,0.00289620423671888
