time,spread_usd
2018-06-30 00:00:00+00:00,0.0
2018-07-31 00:00:00+00:00,0.0
2018-08-31 00:00:00+00:00,0.0
2018-09-30 00:00:00+00:00,0.0
2018-10-31 00:00:00+00:00,0.0
2018-11-30 00:00:00+00:00,0.0
2018-12-31 00:00:00+00:00,0.0
2019-01-31 00:00:00+00:00,0.0
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.0
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,-0.0023439008789361004
2019-11-30 00:00:00+00:00,0.0006357226491280343
2019-12-31 00:00:00+00:00,-0.008251452077242538
2020-01-31 00:00:00+00:00,0.00014648955503537842
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.019887429333397044
2020-04-30 00:00:00+00:00,-0.007165485899770174
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,-0.0016244946594663467
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.0003390103347860052
2022-01-31 00:00:00+00:00,0.006388791236792146
2022-02-28 00:00:00+00:00,-0.0023875150569736547
2022-03-31 00:00:00+00:00,-0.0016967989677283413
2022-04-30 00:00:00+00:00,0.023593988586618986
2022-05-31 00:00:00+00:00,-0.005539516449634907
2022-06-30 00:00:00+00:00,0.016122646668285556
2022-07-31 00:00:00+00:00,-0.0016472116304176998
2022-08-31 00:00:00+00:00,-0.0031469343607440914
2022-09-30 00:00:00+00:00,0.021253727251232535
2022-10-31 00:00:00+00:00,-0.009622885883283416
2022-11-30 00:00:00+00:00,0.003784108227158356
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0017209391304191524
2025-01-31 00:00:00+00:00,0.0034393744134735282
2025-02-28 00:00:00+00:00,-0.015137647881749539
2025-03-31 00:00:00+00:00,-0.007579664315247259
2025-04-30 00:00:00+00:00,0.008302866342051685
2025-05-31 00:00:00+00:00,0.0014507306047544244
2025-06-30 00:00:00+00:00,-2.0746658295545117e-05
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,-0.0004706718803570986
2025-12-31 00:00:00+00:00,-0.005762998409541642
2026-01-31 00:00:00+00:00,-0.002249846919816112
2026-02-28 00:00:00+00:00,0.0011874731064096533
2026-03-31 00:00:00+00:00,0.0052865203658667426
2026-04-30 00:00:00+00:00,-0.011475434555682007
2026-05-31 00:00:00+00:00,-0.0044725575771921156
2026-06-30 00:00:00+00:00,0.014102333821737423
2026-07-31 00:00:00+00:00,-0.007847220173200609
2026-08-31 00:00:00+00:00,4.180845747292494e-05
2026-09-30 00:00:00+00:00,0.002896204236718658
