time,nfci_chg_usd
2018-09-30 00:00:00+00:00,0.0
2018-10-31 00:00:00+00:00,0.0027035705470359606
2018-11-30 00:00:00+00:00,-0.0058631308208462185
2018-12-31 00:00:00+00:00,0.005072238904959336
2019-01-31 00:00:00+00:00,0.0
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.00013849811791066813
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0012929544466433462
2020-01-31 00:00:00+00:00,0.0
2020-02-29 00:00:00+00:00,0.002592495305177245
2020-03-31 00:00:00+00:00,0.01282887205706773
2020-04-30 00:00:00+00:00,-0.005550226617811016
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.002100989150583432
2021-07-31 00:00:00+00:00,-0.0024174358537176754
2021-08-31 00:00:00+00:00,0.006888934447932371
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,-0.0023064995172981106
2021-11-30 00:00:00+00:00,0.015733531597535544
2021-12-31 00:00:00+00:00,0.002753475822185436
2022-01-31 00:00:00+00:00,0.0
2022-02-28 00:00:00+00:00,0.0010138185345787143
2022-03-31 00:00:00+00:00,-0.0009716165147815037
2022-04-30 00:00:00+00:00,0.0
2022-05-31 00:00:00+00:00,-0.01246181774926547
2022-06-30 00:00:00+00:00,0.015089870077906964
2022-07-31 00:00:00+00:00,0.0013887726356178742
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,0.019523618770210804
2022-10-31 00:00:00+00:00,0.00878446060736282
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,-0.008026637622524757
2023-04-30 00:00:00+00:00,-0.0025144377361513426
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0024285747543024705
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.010333866853697637
2024-05-31 00:00:00+00:00,-0.007420411148355233
2024-06-30 00:00:00+00:00,0.0017392256522281713
2024-07-31 00:00:00+00:00,-0.0035364274382644334
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0054408907661132044
2025-03-31 00:00:00+00:00,-0.00696380062590507
2025-04-30 00:00:00+00:00,-0.024378453819936308
2025-05-31 00:00:00+00:00,0.0
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.003629657336151393
2026-03-31 00:00:00+00:00,0.011835441490728682
2026-04-30 00:00:00+00:00,0.001307263023981653
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.0
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
