time,tpu_us_usd
2018-07-31 00:00:00+00:00,-0.0007732779604117113
2018-08-31 00:00:00+00:00,0.00047620151799532273
2018-09-30 00:00:00+00:00,0.0007991647099689914
2018-10-31 00:00:00+00:00,0.0
2018-11-30 00:00:00+00:00,0.0
2018-12-31 00:00:00+00:00,0.0
2019-01-31 00:00:00+00:00,-0.0018690087287437374
2019-02-28 00:00:00+00:00,0.00034360599895277844
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,-0.0016548620701656303
2019-07-31 00:00:00+00:00,0.003146125435374847
2019-08-31 00:00:00+00:00,-0.0004960680969579023
2019-09-30 00:00:00+00:00,0.00011027283225306661
2019-10-31 00:00:00+00:00,-0.0001098862333471784
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,0.0
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.0
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.0
2022-01-31 00:00:00+00:00,0.0
2022-02-28 00:00:00+00:00,0.0
2022-03-31 00:00:00+00:00,0.00016437055038420745
2022-04-30 00:00:00+00:00,0.0002571621969613691
2022-05-31 00:00:00+00:00,0.0
2022-06-30 00:00:00+00:00,0.004851333853999273
2022-07-31 00:00:00+00:00,-0.00035562605619277043
2022-08-31 00:00:00+00:00,0.0008089613809392215
2022-09-30 00:00:00+00:00,0.0040606412818113835
2022-10-31 00:00:00+00:00,9.079418883461976e-05
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0010910955685743406
2024-04-30 00:00:00+00:00,0.00047400938979613727
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0018090737492200137
2024-07-31 00:00:00+00:00,0.00012736064606677644
2024-08-31 00:00:00+00:00,-0.004000969680361566
2024-09-30 00:00:00+00:00,-0.0012654246506796918
2024-10-31 00:00:00+00:00,0.001206883970434891
2024-11-30 00:00:00+00:00,0.0019526648544314629
2024-12-31 00:00:00+00:00,0.004317778645693604
2025-01-31 00:00:00+00:00,0.00020571769631327896
2025-02-28 00:00:00+00:00,-0.0012054206021721026
2025-03-31 00:00:00+00:00,-0.0020877583428404733
2025-04-30 00:00:00+00:00,-0.00662772151321922
2025-05-31 00:00:00+00:00,-0.0006120214502115529
2025-06-30 00:00:00+00:00,-0.0030486443568839006
2025-07-31 00:00:00+00:00,-2.816840897634787e-05
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,0.0
2026-04-30 00:00:00+00:00,0.0
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.0
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
