time,us_hpi_stress_fx
2019-02-28 00:00:00+00:00,-0.0028264059863488677
2019-03-31 00:00:00+00:00,-0.003978722011402591
2019-04-30 00:00:00+00:00,-0.004519908502949033
2019-05-31 00:00:00+00:00,-0.004588649812655277
2019-06-30 00:00:00+00:00,0.010489461102606512
2019-07-31 00:00:00+00:00,-0.010454798891387673
2019-08-31 00:00:00+00:00,-0.0019808480682649288
2019-09-30 00:00:00+00:00,-0.002606618372955505
2019-10-31 00:00:00+00:00,0.00891615039961402
2019-11-30 00:00:00+00:00,-0.0038250477771862856
2019-12-31 00:00:00+00:00,0.012018833211058455
2020-01-31 00:00:00+00:00,-0.007820412423537704
2020-02-29 00:00:00+00:00,-0.00599177086365521
2020-03-31 00:00:00+00:00,-0.013199961938053839
2020-04-30 00:00:00+00:00,0.007013392512056793
2020-05-31 00:00:00+00:00,0.0035951141061576486
2020-06-30 00:00:00+00:00,0.008404885139758012
2020-07-31 00:00:00+00:00,0.0012869982627750076
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.0
2022-01-31 00:00:00+00:00,0.0
2022-02-28 00:00:00+00:00,0.0
2022-03-31 00:00:00+00:00,0.0
2022-04-30 00:00:00+00:00,0.0
2022-05-31 00:00:00+00:00,0.0
2022-06-30 00:00:00+00:00,0.0
2022-07-31 00:00:00+00:00,0.0
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,0.0
2022-10-31 00:00:00+00:00,0.0
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.00654376785745403
2023-02-28 00:00:00+00:00,-0.014841983110914003
2023-03-31 00:00:00+00:00,-0.0012048609660658682
2023-04-30 00:00:00+00:00,0.0016156790056036652
2023-05-31 00:00:00+00:00,-0.008205646970153246
2023-06-30 00:00:00+00:00,0.003523003610484965
2023-07-31 00:00:00+00:00,0.00849752300812745
2023-08-31 00:00:00+00:00,-0.011187795805930212
2023-09-30 00:00:00+00:00,-0.009611585474636475
2023-10-31 00:00:00+00:00,-0.0026443299552335597
2023-11-30 00:00:00+00:00,0.016612574551446713
2023-12-31 00:00:00+00:00,0.01230232615176674
2024-01-31 00:00:00+00:00,6.712542426345891e-07
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,0.0
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,-0.016125444660517352
2025-08-31 00:00:00+00:00,0.005028168843450143
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,-0.008204561445201652
2025-11-30 00:00:00+00:00,-0.0014121625091916279
2025-12-31 00:00:00+00:00,0.0007269625279393566
2026-01-31 00:00:00+00:00,0.01607368823533939
2026-02-28 00:00:00+00:00,-0.006225658074147988
2026-03-31 00:00:00+00:00,-0.011826839394623812
2026-04-30 00:00:00+00:00,0.011483967814240659
2026-05-31 00:00:00+00:00,-0.002811956946155214
2026-06-30 00:00:00+00:00,-0.014827869819455275
2026-07-31 00:00:00+00:00,0.00777241848809207
2026-08-31 00:00:00+00:00,0.0038841231401123277
2026-09-30 00:00:00+00:00,-0.00291712112344078
