time,us_cons_haven_usd
2019-01-31 00:00:00+00:00,0.0
2019-02-28 00:00:00+00:00,0.0029131333987786334
2019-03-31 00:00:00+00:00,0.00395259886760857
2019-04-30 00:00:00+00:00,0.004507404482361421
2019-05-31 00:00:00+00:00,0.004591378523772782
2019-06-30 00:00:00+00:00,-0.010428591320860159
2019-07-31 00:00:00+00:00,0.010504312121110582
2019-08-31 00:00:00+00:00,0.001960529734837957
2019-09-30 00:00:00+00:00,0.002571775129389886
2019-10-31 00:00:00+00:00,-0.00034891867001618504
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,0.0
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.0
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.0
2022-01-31 00:00:00+00:00,0.0
2022-02-28 00:00:00+00:00,0.0
2022-03-31 00:00:00+00:00,0.0
2022-04-30 00:00:00+00:00,0.0
2022-05-31 00:00:00+00:00,0.0
2022-06-30 00:00:00+00:00,0.0
2022-07-31 00:00:00+00:00,0.0
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,0.0
2022-10-31 00:00:00+00:00,0.0
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.014943246874403071
2025-01-31 00:00:00+00:00,0.002096207124531402
2025-02-28 00:00:00+00:00,-0.009679462337932043
2025-03-31 00:00:00+00:00,-0.006963800625904737
2025-04-30 00:00:00+00:00,-0.02203676361345186
2025-05-31 00:00:00+00:00,-0.0020928934949365763
2025-06-30 00:00:00+00:00,-0.010153825540731187
2025-07-31 00:00:00+00:00,0.015704045926872245
2025-08-31 00:00:00+00:00,-0.008151258687485674
2025-09-30 00:00:00+00:00,0.001475674772834612
2025-10-31 00:00:00+00:00,0.007304433367411489
2025-11-30 00:00:00+00:00,0.0013798456699241068
2025-12-31 00:00:00+00:00,-0.007408625336656094
2026-01-31 00:00:00+00:00,-0.01515666019830475
2026-02-28 00:00:00+00:00,0.006167268200242271
2026-03-31 00:00:00+00:00,0.01183544149072957
2026-04-30 00:00:00+00:00,-0.011475434555682229
2026-05-31 00:00:00+00:00,0.0027735605589329637
2026-06-30 00:00:00+00:00,0.014997260705738036
2026-07-31 00:00:00+00:00,-0.007772460589681507
2026-08-31 00:00:00+00:00,-0.003918421590593191
2026-09-30 00:00:00+00:00,0.002896204236718658
