time,carry_high_vix
2018-08-31 00:00:00+00:00,0.0
2018-09-30 00:00:00+00:00,0.0
2018-10-31 00:00:00+00:00,0.009966068174164011
2018-11-30 00:00:00+00:00,0.009565636837620461
2018-12-31 00:00:00+00:00,-0.014564506393358934
2019-01-31 00:00:00+00:00,0.005500589616272533
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.0013302167594626546
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,-0.0012385012226583392
2020-02-29 00:00:00+00:00,-0.0030131239586248526
2020-03-31 00:00:00+00:00,-0.029308120617088762
2020-04-30 00:00:00+00:00,0.014371904751880882
2020-05-31 00:00:00+00:00,-0.002760963056278154
2020-06-30 00:00:00+00:00,-0.0018835357439584977
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,-0.00014999999999998348
2021-12-31 00:00:00+00:00,-0.0009521205578326697
2022-01-31 00:00:00+00:00,-0.005157296416620882
2022-02-28 00:00:00+00:00,0.004885305441378884
2022-03-31 00:00:00+00:00,0.009327626297862546
2022-04-30 00:00:00+00:00,4.811815842020728e-05
2022-05-31 00:00:00+00:00,-0.006081655615227222
2022-06-30 00:00:00+00:00,-0.01272045029953095
2022-07-31 00:00:00+00:00,0.004248498530450062
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,-0.004605526573112528
2022-10-31 00:00:00+00:00,0.0025001479933135506
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,-0.002417868332478368
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0035674540689754064
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,-0.0061771105101526835
2024-08-31 00:00:00+00:00,-0.0012873601932363865
2024-09-30 00:00:00+00:00,-0.0054191594733449255
2024-10-31 00:00:00+00:00,0.0008101005578400322
2024-11-30 00:00:00+00:00,0.003953189138934166
2024-12-31 00:00:00+00:00,-0.0004599559962994437
2025-01-31 00:00:00+00:00,-0.0014997220098501574
2025-02-28 00:00:00+00:00,-0.000852745634264962
2025-03-31 00:00:00+00:00,-0.003865921947458939
2025-04-30 00:00:00+00:00,-0.010636136428896048
2025-05-31 00:00:00+00:00,0.0051524551705959265
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0008191659010261532
2025-11-30 00:00:00+00:00,-0.0005378092120155165
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,-0.004628065944447646
2026-04-30 00:00:00+00:00,0.007625366951053314
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,-0.00010354633057574336
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
