time,acm_tp5_usd
2018-05-31 00:00:00+00:00,0.004612549334178873
2018-06-30 00:00:00+00:00,0.011389277815416765
2018-07-31 00:00:00+00:00,0.0019079249512947705
2018-08-31 00:00:00+00:00,0.0028330505328910682
2018-09-30 00:00:00+00:00,0.005567477338453752
2018-10-31 00:00:00+00:00,0.00623865695862813
2018-11-30 00:00:00+00:00,0.0027082115031134
2018-12-31 00:00:00+00:00,0.0
2019-01-31 00:00:00+00:00,0.0
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.0
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,0.0
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.0
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.00013621845044875514
2021-02-28 00:00:00+00:00,-0.007979891772088132
2021-03-31 00:00:00+00:00,0.015663809369125925
2021-04-30 00:00:00+00:00,-0.013123944810618182
2021-05-31 00:00:00+00:00,-0.003794558602491338
2021-06-30 00:00:00+00:00,0.014478691296250235
2021-07-31 00:00:00+00:00,-0.0007652947248061315
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.004680347271682317
2021-10-31 00:00:00+00:00,-0.010500554141187113
2021-11-30 00:00:00+00:00,0.015733531597535766
2021-12-31 00:00:00+00:00,-0.0021423785866250267
2022-01-31 00:00:00+00:00,0.00863245806663504
2022-02-28 00:00:00+00:00,-0.003676283665489888
2022-03-31 00:00:00+00:00,-0.0016967989677278972
2022-04-30 00:00:00+00:00,0.02680379788897813
2022-05-31 00:00:00+00:00,-0.006538217362768828
2022-06-30 00:00:00+00:00,0.015089870077907186
2022-07-31 00:00:00+00:00,0.0013887726356178742
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,-0.0034870433182839777
2022-10-31 00:00:00+00:00,-0.001062350490218411
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0032848707604091754
2023-11-30 00:00:00+00:00,-0.01205504034946936
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.002988412325782619
2024-05-31 00:00:00+00:00,-0.0074204111483549
2024-06-30 00:00:00+00:00,-0.0027082987672981673
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,-0.0002692266448186542
2024-11-30 00:00:00+00:00,0.00581077355723103
2024-12-31 00:00:00+00:00,0.014436349557835682
2025-01-31 00:00:00+00:00,0.000658384781693222
2025-02-28 00:00:00+00:00,-0.008553809942382418
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,0.0
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,-0.01822055917870169
2026-02-28 00:00:00+00:00,0.0026558678096777477
2026-03-31 00:00:00+00:00,0.006584151613365341
2026-04-30 00:00:00+00:00,-0.011475434555681674
2026-05-31 00:00:00+00:00,0.0027735605589327417
2026-06-30 00:00:00+00:00,0.014997260705738036
2026-07-31 00:00:00+00:00,-0.007772460589681507
2026-08-31 00:00:00+00:00,-0.003918421590592747
2026-09-30 00:00:00+00:00,0.002896204236718658
