time,soft_high_vix
2018-07-31 00:00:00+00:00,0.0
2018-08-31 00:00:00+00:00,0.0
2018-09-30 00:00:00+00:00,0.0
2018-10-31 00:00:00+00:00,0.0034658705025041314
2018-11-30 00:00:00+00:00,0.0008566352373575725
2018-12-31 00:00:00+00:00,-0.0031629775941386384
2019-01-31 00:00:00+00:00,0.0009927050269147308
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.00033642715022574876
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,-6.747112615601569e-05
2020-02-29 00:00:00+00:00,0.0016815600966348931
2020-03-31 00:00:00+00:00,0.0014703750599442955
2020-04-30 00:00:00+00:00,0.0007538453895878927
2020-05-31 00:00:00+00:00,6.453127706618211e-05
2020-06-30 00:00:00+00:00,0.0004706444654603015
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,-0.00013697037350812735
2021-12-31 00:00:00+00:00,0.0010570878442028864
2022-01-31 00:00:00+00:00,-0.0016390727195272348
2022-02-28 00:00:00+00:00,0.002586756072133989
2022-03-31 00:00:00+00:00,0.011075937617703646
2022-04-30 00:00:00+00:00,0.001773328840615429
2022-05-31 00:00:00+00:00,0.0003331537760853376
2022-06-30 00:00:00+00:00,-0.0017935853466978235
2022-07-31 00:00:00+00:00,0.00039579845062709396
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,-0.00286701128382838
2022-10-31 00:00:00+00:00,-0.0007860530502405982
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,-0.0015775592140315764
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0005506389024501068
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,-0.0001551896724937274
2024-08-31 00:00:00+00:00,-0.004005368813156163
2024-09-30 00:00:00+00:00,-2.626215605538995e-06
2024-10-31 00:00:00+00:00,0.00035503310332019034
2024-11-30 00:00:00+00:00,9.023679385133931e-05
2024-12-31 00:00:00+00:00,0.0037072716958506113
2025-01-31 00:00:00+00:00,0.0008683600101238031
2025-02-28 00:00:00+00:00,-0.0005980550842240584
2025-03-31 00:00:00+00:00,0.0026557950146846032
2025-04-30 00:00:00+00:00,0.003289555167305336
2025-05-31 00:00:00+00:00,0.0012336651089261963
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,-0.0002056629112662245
2025-11-30 00:00:00+00:00,0.0003313991808129302
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,0.003475630120922224
2026-04-30 00:00:00+00:00,0.0015807060387016403
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.00014082141989102404
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
