event_date
2025-10-08 23:00:00+00:00
2025-10-15 23:00:00+00:00
2025-10-23 23:00:00+00:00
2025-11-05 00:00:00+00:00
2025-11-27 00:00:00+00:00
2025-12-16 00:00:00+00:00
2025-12-22 00:00:00+00:00
2026-01-02 00:00:00+00:00
2026-01-07 00:00:00+00:00
2026-01-12 00:00:00+00:00
2026-01-21 00:00:00+00:00
2026-01-29 00:00:00+00:00
2026-02-06 00:00:00+00:00
2026-02-26 00:00:00+00:00
2026-03-03 00:00:00+00:00
2026-03-09 00:00:00+00:00
2026-03-16 00:00:00+00:00
2026-03-23 00:00:00+00:00
2026-03-29 23:00:00+00:00
2026-04-05 23:00:00+00:00
2026-04-12 23:00:00+00:00
2026-04-19 23:00:00+00:00
2026-04-26 23:00:00+00:00
2026-05-03 23:00:00+00:00
2026-05-10 23:00:00+00:00
2026-05-17 23:00:00+00:00
2026-05-24 23:00:00+00:00
2026-05-31 23:00:00+00:00
2026-06-07 23:00:00+00:00
2026-06-16 23:00:00+00:00
2026-06-21 23:00:00+00:00
2026-07-12 23:00:00+00:00
2026-07-22 23:00:00+00:00
2026-07-29 23:00:00+00:00
2026-08-05 23:00:00+00:00
2026-08-20 23:00:00+00:00
2026-09-06 23:00:00+00:00
2026-09-13 23:00:00+00:00
