time,carry_ig_oas_loose
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.0
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,0.0
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.0
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.0
2022-01-31 00:00:00+00:00,0.0
2022-02-28 00:00:00+00:00,0.0
2022-03-31 00:00:00+00:00,0.0
2022-04-30 00:00:00+00:00,0.0
2022-05-31 00:00:00+00:00,0.0
2022-06-30 00:00:00+00:00,0.0
2022-07-31 00:00:00+00:00,0.0
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,0.0
2022-10-31 00:00:00+00:00,0.0
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,-0.00675577340881639
2024-01-31 00:00:00+00:00,0.0069978788106772605
2024-02-29 00:00:00+00:00,0.008539489977799741
2024-03-31 00:00:00+00:00,0.0028746127255494525
2024-04-30 00:00:00+00:00,0.007880978628957536
2024-05-31 00:00:00+00:00,0.009223917331292908
2024-06-30 00:00:00+00:00,0.006088700753531295
2024-07-31 00:00:00+00:00,-0.02169016488705877
2024-08-31 00:00:00+00:00,-0.005001505920378402
2024-09-30 00:00:00+00:00,0.004126504820225918
2024-10-31 00:00:00+00:00,-0.000627457601819148
2024-11-30 00:00:00+00:00,-0.00447794925170486
2024-12-31 00:00:00+00:00,-0.0006806765911536727
2025-01-31 00:00:00+00:00,-0.006942759451188607
2025-02-28 00:00:00+00:00,-0.002489853950087051
2025-03-31 00:00:00+00:00,-0.006169360440372307
2025-04-30 00:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,0.0005973339357567831
2025-06-30 00:00:00+00:00,-0.0004728795899141547
2025-07-31 00:00:00+00:00,0.004393596252095122
2025-08-31 00:00:00+00:00,-0.0019618848099247632
2025-09-30 00:00:00+00:00,0.0021273661601253213
2025-10-31 00:00:00+00:00,0.006115122393640426
2025-11-30 00:00:00+00:00,0.0046095942471757745
2025-12-31 00:00:00+00:00,0.0075205551292676365
2026-01-31 00:00:00+00:00,0.009273582469109032
2026-02-28 00:00:00+00:00,0.004140903868241175
2026-03-31 00:00:00+00:00,0.0054975936136523185
2026-04-30 00:00:00+00:00,0.0006161829588657852
2026-05-31 00:00:00+00:00,0.00432327265097876
2026-06-30 00:00:00+00:00,-0.0007669396988707611
2026-07-31 00:00:00+00:00,0.0036651244376761927
2026-08-31 00:00:00+00:00,0.005497158487977938
2026-09-30 00:00:00+00:00,-0.0030950831776150878
