time,gated,forced_diag
2015-11-30 00:00:00+00:00,0.0,0.0023576785907983844
2015-12-31 00:00:00+00:00,0.0,0.006507006170439755
2016-01-31 00:00:00+00:00,0.0,-0.000804538528057952
2016-02-29 00:00:00+00:00,0.0,-0.00014999999999998348
2016-03-31 00:00:00+00:00,0.0,-0.018209791026013722
2016-04-30 00:00:00+00:00,0.0,-0.00014999999999998348
2016-05-31 00:00:00+00:00,0.0,0.0
2016-06-30 00:00:00+00:00,0.0,0.0
2016-07-31 00:00:00+00:00,0.0,0.010496386965640703
2016-08-31 00:00:00+00:00,0.0,0.0
2016-09-30 00:00:00+00:00,0.0,-0.0017583540062182657
2016-10-31 00:00:00+00:00,0.0,0.0
2016-11-30 00:00:00+00:00,0.0,0.0
2016-12-31 00:00:00+00:00,0.0,-0.006719376028292756
2017-01-31 00:00:00+00:00,0.0,-0.00014999999999998348
2017-02-28 00:00:00+00:00,0.0,0.005310946571925879
2017-03-31 00:00:00+00:00,0.0,0.0
2017-04-30 00:00:00+00:00,0.0,-0.01047943064232304
2017-05-31 00:00:00+00:00,0.0,-0.0033014190094337037
2017-06-30 00:00:00+00:00,0.0,-0.015951430395157118
2017-07-31 00:00:00+00:00,0.0,-0.014260103281527603
2017-08-31 00:00:00+00:00,0.0,0.0010594378972645924
2017-09-30 00:00:00+00:00,0.0,0.0015544212413074465
2017-10-31 00:00:00+00:00,0.0,0.0
2017-11-30 00:00:00+00:00,0.0,-0.0030068460043350953
2017-12-31 00:00:00+00:00,0.0,0.0
2018-01-31 00:00:00+00:00,0.0,-0.002409140226451334
2018-02-28 00:00:00+00:00,0.0,0.0
2018-03-31 00:00:00+00:00,0.0,-0.007886514486681429
2018-04-30 00:00:00+00:00,0.0,0.021965508237799858
2018-05-31 00:00:00+00:00,0.0,0.013468689215643481
2018-06-30 00:00:00+00:00,0.0,0.015539325541762183
2018-07-31 00:00:00+00:00,0.0,0.0
2018-08-31 00:00:00+00:00,0.0,0.0088988524721616
2018-09-30 00:00:00+00:00,0.0,0.0
2018-10-31 00:00:00+00:00,0.0,0.0
2018-11-30 00:00:00+00:00,0.0,0.0
2018-12-31 00:00:00+00:00,0.0,0.0
2019-01-31 00:00:00+00:00,0.0,-0.010637837090548441
2019-02-28 00:00:00+00:00,0.0,0.008701032000981712
2019-03-31 00:00:00+00:00,0.0,0.0
2019-04-30 00:00:00+00:00,0.0,0.0
2019-05-31 00:00:00+00:00,0.0,-0.002213142738898388
2019-06-30 00:00:00+00:00,0.0,0.0
2019-07-31 00:00:00+00:00,0.0,0.014476961030985613
2019-08-31 00:00:00+00:00,0.0,0.00419346375582097
2019-09-30 00:00:00+00:00,0.0,0.0006400961250170312
2019-10-31 00:00:00+00:00,0.0,0.004227275701344402
2019-11-30 00:00:00+00:00,0.0,0.0
2019-12-31 00:00:00+00:00,0.0,0.0
2020-01-31 00:00:00+00:00,0.0,0.01120883398430772
2020-02-29 00:00:00+00:00,0.0,0.012177377224848351
2020-03-31 00:00:00+00:00,0.0,-0.0321263686134452
2020-04-30 00:00:00+00:00,0.0,0.003303801443195198
2020-05-31 00:00:00+00:00,0.0,0.0
2020-06-30 00:00:00+00:00,0.0,0.0
2020-07-31 00:00:00+00:00,0.0,0.0
2020-08-31 00:00:00+00:00,0.0,0.0
2020-09-30 00:00:00+00:00,0.0,0.0
2020-10-31 00:00:00+00:00,0.0,0.0
2020-11-30 00:00:00+00:00,0.0,0.0
2020-12-31 00:00:00+00:00,0.0,0.0
2021-01-31 00:00:00+00:00,0.0,0.0
2021-02-28 00:00:00+00:00,0.0,-0.009111661692642103
2021-03-31 00:00:00+00:00,0.0,0.0
2021-04-30 00:00:00+00:00,0.0,-0.0066398636518351095
2021-05-31 00:00:00+00:00,0.0,-0.0038704066224222178
2021-06-30 00:00:00+00:00,0.0,0.002469837190014701
2021-07-31 00:00:00+00:00,0.0,0.0
2021-08-31 00:00:00+00:00,0.0,-0.0019491735377317188
2021-09-30 00:00:00+00:00,0.0,-0.0014814867584691527
2021-10-31 00:00:00+00:00,0.0,0.0
2021-11-30 00:00:00+00:00,0.0,0.0
2021-12-31 00:00:00+00:00,0.0,0.0009911503188879678
2022-01-31 00:00:00+00:00,0.0,0.019246246912243636
2022-02-28 00:00:00+00:00,0.0,-0.005383385433240795
2022-03-31 00:00:00+00:00,0.0,0.008924768991439347
2022-04-30 00:00:00+00:00,0.0,0.054859989247509455
2022-05-31 00:00:00+00:00,0.0,-0.012554091515604937
2022-06-30 00:00:00+00:00,0.0,0.031216721688547944
2022-07-31 00:00:00+00:00,0.0,-0.00021729524667046807
2022-08-31 00:00:00+00:00,0.0,0.015697038809581176
2022-09-30 00:00:00+00:00,0.0,0.02079857205178315
2022-10-31 00:00:00+00:00,0.0,0.0127944288751074
2022-11-30 00:00:00+00:00,0.0,-0.03423470489211877
2022-12-31 00:00:00+00:00,0.0,0.0
2023-01-31 00:00:00+00:00,0.0,-0.010043862774987922
2023-02-28 00:00:00+00:00,0.0,0.0
2023-03-31 00:00:00+00:00,0.0,0.0
2023-04-30 00:00:00+00:00,0.0,0.00463320507411602
2023-05-31 00:00:00+00:00,0.0,-0.012083298356097671
2023-06-30 00:00:00+00:00,0.0,-0.01808728774898316
2023-07-31 00:00:00+00:00,0.0,0.019188835636086754
2023-08-31 00:00:00+00:00,0.0,0.0
2023-09-30 00:00:00+00:00,0.0,0.006071610802792504
2023-10-31 00:00:00+00:00,0.0,0.004752611704763154
2023-11-30 00:00:00+00:00,0.0,-0.028301801285466777
2023-12-31 00:00:00+00:00,0.0,-0.024288794632981503
2024-01-31 00:00:00+00:00,0.0,0.012262983735003896
2024-02-29 00:00:00+00:00,0.0,0.004171509616584412
2024-03-31 00:00:00+00:00,0.0,0.013946889292129727
2024-04-30 00:00:00+00:00,0.0,0.014091196797348937
2024-05-31 00:00:00+00:00,0.0,0.005400923613787079
2024-06-30 00:00:00+00:00,0.0,-0.0026224695711869472
2024-07-31 00:00:00+00:00,0.0,-0.003735336548046364
2024-08-31 00:00:00+00:00,0.0,-0.006456019197152552
2024-09-30 00:00:00+00:00,0.0,-0.00791873055213721
2024-10-31 00:00:00+00:00,0.0,0.009800312427600488
2024-11-30 00:00:00+00:00,0.0,-0.005434212031883545
2024-12-31 00:00:00+00:00,0.0,0.019808420383760517
2025-01-31 00:00:00+00:00,0.0,0.009119640102221327
2025-02-28 00:00:00+00:00,0.0,-0.008911482028487017
2025-03-31 00:00:00+00:00,0.0,0.0014282169329848937
2025-04-30 00:00:00+00:00,0.0,-0.002200828020842316
2025-05-31 00:00:00+00:00,0.0,-0.0064814109349270455
2025-06-30 00:00:00+00:00,0.0,-0.013021920442929269
2025-07-31 00:00:00+00:00,0.0,-0.003245829439472825
2025-08-31 00:00:00+00:00,0.0,-0.001523858091277086
2025-09-30 00:00:00+00:00,0.0,-0.000799764446299589
2025-10-31 00:00:00+00:00,0.0,0.00792889685230369
2025-11-30 00:00:00+00:00,0.0,-0.0063801686797682056
2025-12-31 00:00:00+00:00,0.0,-0.011665632217176092
2026-01-31 00:00:00+00:00,0.0,-0.027253788412726188
2026-02-28 00:00:00+00:00,0.0,-0.001115979514863974
2026-03-31 00:00:00+00:00,0.0,0.019901578833902978
2026-04-30 00:00:00+00:00,0.0,-0.022651918868585974
2026-05-31 00:00:00+00:00,0.0,0.008799287809945433
2026-06-30 00:00:00+00:00,0.0,0.02262788226756407
2026-07-31 00:00:00+00:00,0.0,-0.012251037785022678
2026-08-31 00:00:00+00:00,0.0,-0.004444363871575208
2026-09-30 00:00:00+00:00,0.0,0.003967314752464812
