time,us_fiscal_haven_usd
2021-09-30 00:00:00+00:00,0.007952568936262061
2021-10-31 00:00:00+00:00,-0.010500554141187002
2021-11-30 00:00:00+00:00,0.015733531597535322
2021-12-31 00:00:00+00:00,-0.0021423785866246936
2022-01-31 00:00:00+00:00,0.008632458066635262
2022-02-28 00:00:00+00:00,-0.003676283665489666
2022-03-31 00:00:00+00:00,-0.0016967989677283413
2022-04-30 00:00:00+00:00,0.02680379788897791
2022-05-31 00:00:00+00:00,-0.006538217362768717
2022-06-30 00:00:00+00:00,0.015089870077906964
2022-07-31 00:00:00+00:00,-0.0012217138733002786
2022-08-31 00:00:00+00:00,0.01473615611353507
2022-09-30 00:00:00+00:00,0.016935344760533377
2022-10-31 00:00:00+00:00,-0.0005493074407834087
2022-11-30 00:00:00+00:00,0.0016415353141829847
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,0.0
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,0.0
2026-04-30 00:00:00+00:00,0.0
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.0
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
