time,walcl_chg_pb_fx
2018-10-31 00:00:00+00:00,0.0
2018-11-30 00:00:00+00:00,0.0
2018-12-31 00:00:00+00:00,0.0
2019-01-31 00:00:00+00:00,0.0
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,-0.0016731547167084804
2019-09-30 00:00:00+00:00,-0.002606618372955838
2019-10-31 00:00:00+00:00,0.008916150399614242
2019-11-30 00:00:00+00:00,-0.0038250477771860636
2019-12-31 00:00:00+00:00,0.012018833211058455
2020-01-31 00:00:00+00:00,-0.00782041242353737
2020-02-29 00:00:00+00:00,-0.0016141421737699835
2020-03-31 00:00:00+00:00,0.014532297637559255
2020-04-30 00:00:00+00:00,0.007013392512056349
2020-05-31 00:00:00+00:00,0.0035951141061574265
2020-06-30 00:00:00+00:00,0.008404885139758234
2020-07-31 00:00:00+00:00,0.004339396054411582
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.004273359180718694
2021-08-31 00:00:00+00:00,-0.007157027944379779
2021-09-30 00:00:00+00:00,-0.0025653701273380403
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.0
2022-01-31 00:00:00+00:00,0.0
2022-02-28 00:00:00+00:00,0.0
2022-03-31 00:00:00+00:00,0.0
2022-04-30 00:00:00+00:00,0.0
2022-05-31 00:00:00+00:00,0.0
2022-06-30 00:00:00+00:00,0.0
2022-07-31 00:00:00+00:00,0.0
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,0.0
2022-10-31 00:00:00+00:00,0.0
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0015588329603815065
2023-04-30 00:00:00+00:00,-0.0009784458834359855
2023-05-31 00:00:00+00:00,-0.00820564697015258
2023-06-30 00:00:00+00:00,0.009444601681607434
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,-0.0004922906582149889
2024-08-31 00:00:00+00:00,0.01638110350839561
2024-09-30 00:00:00+00:00,0.004173923688597814
2024-10-31 00:00:00+00:00,-0.020152870805731138
2024-11-30 00:00:00+00:00,-0.00449303076530283
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,-0.0024135345264851837
2025-03-31 00:00:00+00:00,0.006950310359028933
2025-04-30 00:00:00+00:00,0.022191709639059587
2025-05-31 00:00:00+00:00,0.001941560267260778
2025-06-30 00:00:00+00:00,0.01017707084065389
2025-07-31 00:00:00+00:00,-0.01553292151630914
2025-08-31 00:00:00+00:00,0.008140352694541164
2025-09-30 00:00:00+00:00,-0.0015598145418214138
2025-10-31 00:00:00+00:00,-0.0072871595421372115
2025-11-30 00:00:00+00:00,0.0007718313243134656
2025-12-31 00:00:00+00:00,0.0003460754375939068
2026-01-31 00:00:00+00:00,0.015279258855828814
2026-02-28 00:00:00+00:00,-0.006225658074148321
2026-03-31 00:00:00+00:00,-0.011826839394624256
2026-04-30 00:00:00+00:00,0.01148396781424088
2026-05-31 00:00:00+00:00,-0.002811956946155103
2026-06-30 00:00:00+00:00,-0.014827869819455497
2026-07-31 00:00:00+00:00,0.0022027391481171943
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
