time,ust_premium_stress_fx
2018-07-31 00:00:00+00:00,-2.1118286407717513e-05
2018-08-31 00:00:00+00:00,-0.0016303559931076794
2018-09-30 00:00:00+00:00,-0.002746026026458237
2018-10-31 00:00:00+00:00,-0.008076189089305297
2018-11-30 00:00:00+00:00,0.0058118215493987435
2018-12-31 00:00:00+00:00,-0.0036068729980577308
2019-01-31 00:00:00+00:00,0.009546369394106469
2019-02-28 00:00:00+00:00,-0.0028264059863485347
2019-03-31 00:00:00+00:00,-0.00397872201140248
2019-04-30 00:00:00+00:00,-0.004519908502948922
2019-05-31 00:00:00+00:00,-0.0045886498126549435
2019-06-30 00:00:00+00:00,0.01048946110260629
2019-07-31 00:00:00+00:00,-0.010454798891387895
2019-08-31 00:00:00+00:00,-0.001980848068265262
2019-09-30 00:00:00+00:00,-0.0026066183729553938
2019-10-31 00:00:00+00:00,0.00891615039961402
2019-11-30 00:00:00+00:00,-0.0038250477771862856
2019-12-31 00:00:00+00:00,0.012018833211058677
2020-01-31 00:00:00+00:00,-0.007820412423537815
2020-02-29 00:00:00+00:00,-0.005991770863655099
2020-03-31 00:00:00+00:00,-0.0002834622871632497
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,-0.013007743446187825
2021-12-31 00:00:00+00:00,0.002107812597085923
2022-01-31 00:00:00+00:00,-0.008629098053602124
2022-02-28 00:00:00+00:00,0.003635473122867383
2022-03-31 00:00:00+00:00,0.001611864751859482
2022-04-30 00:00:00+00:00,-0.026189953915934483
2022-05-31 00:00:00+00:00,0.006428372385399728
2022-06-30 00:00:00+00:00,-0.015038645081129287
2022-07-31 00:00:00+00:00,0.0011177995399653806
2022-08-31 00:00:00+00:00,-0.014737289871613046
2022-09-30 00:00:00+00:00,-0.01693207058953028
2022-10-31 00:00:00+00:00,0.0002812884782623648
2022-11-30 00:00:00+00:00,0.020412000355857884
2022-12-31 00:00:00+00:00,0.011121167041551194
2023-01-31 00:00:00+00:00,0.0094386989289581
2023-02-28 00:00:00+00:00,-0.014841983110914225
2023-03-31 00:00:00+00:00,0.008437405281515264
2023-04-30 00:00:00+00:00,-0.0009784458834357634
2023-05-31 00:00:00+00:00,-0.008205646970153135
2023-06-30 00:00:00+00:00,0.003523003610485187
2023-07-31 00:00:00+00:00,0.008497523008127894
2023-08-31 00:00:00+00:00,-0.01118779580592999
2023-09-30 00:00:00+00:00,-0.0026893320561508505
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,0.0
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,0.0
2026-04-30 00:00:00+00:00,0.0
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.0
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
