time,carry_high_cip_stress
2018-08-31 00:00:00+00:00,-0.015882342761905144
2018-09-30 00:00:00+00:00,0.0023666705151779155
2018-10-31 00:00:00+00:00,0.004950503217145075
2018-11-30 00:00:00+00:00,0.01613568758250672
2018-12-31 00:00:00+00:00,-0.01501645225471926
2019-01-31 00:00:00+00:00,0.017551944051281243
2019-02-28 00:00:00+00:00,0.002358161854534524
2019-03-31 00:00:00+00:00,-0.0028197381923343867
2019-04-30 00:00:00+00:00,-0.0008465262645175331
2019-05-31 00:00:00+00:00,-0.009251234034977074
2019-06-30 00:00:00+00:00,0.004249237189515975
2019-07-31 00:00:00+00:00,0.0018670783125609436
2019-08-31 00:00:00+00:00,-0.01252900647409727
2019-09-30 00:00:00+00:00,0.00521694201122358
2019-10-31 00:00:00+00:00,-0.0006338909158520867
2019-11-30 00:00:00+00:00,-0.0010187353664004029
2019-12-31 00:00:00+00:00,0.003594435787136918
2020-01-31 00:00:00+00:00,-0.008153882653136546
2020-02-29 00:00:00+00:00,-0.009491906996812127
2020-03-31 00:00:00+00:00,-0.006897167895061895
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,-0.009399877441277127
2021-12-31 00:00:00+00:00,-0.003352982127046822
2022-01-31 00:00:00+00:00,-0.0021106580253519303
2022-02-28 00:00:00+00:00,0.003570663606104585
2022-03-31 00:00:00+00:00,0.006912021520614875
2022-04-30 00:00:00+00:00,-0.0036807233691851238
2022-05-31 00:00:00+00:00,-0.004418032024138041
2022-06-30 00:00:00+00:00,-0.012517520059803666
2022-07-31 00:00:00+00:00,0.008634371169127908
2022-08-31 00:00:00+00:00,-0.002039314851002394
2022-09-30 00:00:00+00:00,-0.021008684571412584
2022-10-31 00:00:00+00:00,0.006193328841753276
2022-11-30 00:00:00+00:00,-0.008984381059909619
2022-12-31 00:00:00+00:00,-0.012069338714985611
2023-01-31 00:00:00+00:00,0.004170953153407764
2023-02-28 00:00:00+00:00,-0.001551710902790937
2023-03-31 00:00:00+00:00,-0.006235568984863216
2023-04-30 00:00:00+00:00,-0.0036141966917093704
2023-05-31 00:00:00+00:00,0.0032059908435453366
2023-06-30 00:00:00+00:00,0.014835520202934216
2023-07-31 00:00:00+00:00,-0.005041047289282008
2023-08-31 00:00:00+00:00,-0.0063832220206452295
2023-09-30 00:00:00+00:00,-0.0005437330197632928
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,0.0
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,0.0
2026-04-30 00:00:00+00:00,0.0
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.0
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
