date,AUD,CAD,NZD
2001-01-20 00:00:00+00:00,0.1436275252379119,-0.1436275252379119,
2001-01-23 00:00:00+00:00,0.14813702489764036,-0.14813702489764036,
2001-01-24 00:00:00+00:00,0.15941251925610067,-0.15941251925610067,
2001-01-25 00:00:00+00:00,0.2727600517231771,-0.2727600517231771,
2001-01-26 00:00:00+00:00,0.15760066713823517,-0.15760066713823517,
2001-01-27 00:00:00+00:00,0.13345329717032173,-0.13345329717032173,
2001-01-30 00:00:00+00:00,0.08734363325960126,-0.08734363325960126,
2001-01-31 00:00:00+00:00,0.08503107690505718,-0.08503107690505718,
2001-02-01 00:00:00+00:00,0.1136116417025983,-0.1136116417025983,
2001-02-02 00:00:00+00:00,0.044710200704543124,-0.044710200704543124,
2001-02-03 00:00:00+00:00,0.012100976291746002,-0.012100976291746002,
2001-02-06 00:00:00+00:00,0.050749380022877544,-0.050749380022877544,
2001-02-07 00:00:00+00:00,0.027740800782442787,-0.027740800782442787,
2001-02-08 00:00:00+00:00,0.039164680694697696,-0.039164680694697696,
2001-02-09 00:00:00+00:00,0.02355503919323032,-0.02355503919323032,
2001-02-10 00:00:00+00:00,0.01909273012776791,-0.01909273012776791,
2001-02-13 00:00:00+00:00,0.005747352986758769,-0.005747352986758769,
2001-02-14 00:00:00+00:00,0.03254330045679177,-0.03254330045679177,
2001-02-15 00:00:00+00:00,0.03341420600431455,-0.03341420600431455,
2001-02-16 00:00:00+00:00,0.09731272202246677,-0.09731272202246677,
2001-02-17 00:00:00+00:00,0.08886041154703406,-0.08886041154703406,
2001-02-21 00:00:00+00:00,0.052578571184724976,-0.052578571184724976,
2001-02-22 00:00:00+00:00,-0.005435561175386683,0.005435561175386683,
2001-02-23 00:00:00+00:00,0.022636457053178072,-0.022636457053178072,
2001-02-24 00:00:00+00:00,0.07961760537223794,-0.07961760537223794,
2001-02-27 00:00:00+00:00,0.12980536719844937,-0.12980536719844937,
2001-02-28 00:00:00+00:00,0.09894010151444677,-0.09894010151444677,
2001-03-01 00:00:00+00:00,0.08033520529601945,-0.08033520529601945,
2001-03-02 00:00:00+00:00,0.09833703902463486,-0.09833703902463486,
2001-03-03 00:00:00+00:00,0.15283511510365033,-0.15283511510365033,
2001-03-06 00:00:00+00:00,0.13064266979540484,-0.13064266979540484,
2001-03-07 00:00:00+00:00,0.10064252405279916,-0.10064252405279916,
2001-03-08 00:00:00+00:00,0.04109679356205043,-0.04109679356205043,
2001-03-09 00:00:00+00:00,0.07712365998331061,-0.07712365998331061,
2001-03-10 00:00:00+00:00,0.06132087028356792,-0.06132087028356792,
2001-03-13 00:00:00+00:00,0.035169590850261834,-0.035169590850261834,
2001-03-14 00:00:00+00:00,0.045016395009079946,-0.045016395009079946,
2001-03-15 00:00:00+00:00,0.06009986545672552,-0.06009986545672552,
2001-03-16 00:00:00+00:00,0.061935544259965836,-0.061935544259965836,
2001-03-17 00:00:00+00:00,0.09022310238062203,-0.09022310238062203,
2001-03-20 00:00:00+00:00,0.10937822343783776,-0.10937822343783776,
2001-03-21 00:00:00+00:00,0.1732882449530242,-0.1732882449530242,
2001-03-22 00:00:00+00:00,0.1620604916636298,-0.1620604916636298,
2001-03-23 00:00:00+00:00,0.18871643938986882,-0.18871643938986882,
2001-03-24 00:00:00+00:00,0.164068807804728,-0.164068807804728,
2001-03-27 00:00:00+00:00,0.16490193400482955,-0.16490193400482955,
2001-03-28 00:00:00+00:00,0.14436573265203245,-0.14436573265203245,
2001-03-29 00:00:00+00:00,0.16073939242785862,-0.16073939242785862,
2001-03-30 00:00:00+00:00,0.1830749514948935,-0.1830749514948935,
2001-03-31 00:00:00+00:00,0.18186719079887215,-0.18186719079887215,
2001-04-03 00:00:00+00:00,0.14624310878697666,-0.14624310878697666,
2001-04-04 00:00:00+00:00,0.16379582506932133,-0.16379582506932133,
2001-04-05 00:00:00+00:00,0.14492817736708818,-0.14492817736708818,
2001-04-06 00:00:00+00:00,0.09897093169464011,-0.09897093169464011,
2001-04-07 00:00:00+00:00,0.04428379120649728,-0.04428379120649728,
2001-04-10 00:00:00+00:00,-0.019364558312111257,0.019364558312111257,
2001-04-11 00:00:00+00:00,0.010523960144364963,-0.010523960144364963,
2001-04-12 00:00:00+00:00,-0.019130936664608855,0.019130936664608855,
2001-04-13 00:00:00+00:00,-0.048791697535156664,0.048791697535156664,
2001-04-17 00:00:00+00:00,0.005746153217051186,-0.005746153217051186,
2001-04-18 00:00:00+00:00,0.010710623006089381,-0.010710623006089381,
2001-04-19 00:00:00+00:00,-0.04700681211510871,0.04700681211510871,
2001-04-20 00:00:00+00:00,-0.048587487634284,0.048587487634284,
2001-04-21 00:00:00+00:00,0.01228174271446425,-0.01228174271446425,
2001-04-24 00:00:00+00:00,-0.0056509982181689455,0.0056509982181689455,
2001-04-25 00:00:00+00:00,-0.030101097836564006,0.030101097836564006,
2001-04-26 00:00:00+00:00,-0.15909495019555453,0.15909495019555453,
2001-04-27 00:00:00+00:00,-0.14641638969171955,0.14641638969171955,
2001-04-28 00:00:00+00:00,-0.14601594127204665,0.14601594127204665,
2001-05-01 00:00:00+00:00,-0.0961661003371046,0.0961661003371046,
2001-05-02 00:00:00+00:00,-0.0882546734224644,0.0882546734224644,
2001-05-03 00:00:00+00:00,-0.13154054142255556,0.13154054142255556,
2001-05-04 00:00:00+00:00,-0.06294290729685315,0.06294290729685315,
2001-05-05 00:00:00+00:00,-0.03254983982267545,0.03254983982267545,
2001-05-08 00:00:00+00:00,-0.046199687794740485,0.046199687794740485,
2001-05-09 00:00:00+00:00,-0.029243334759746165,0.029243334759746165,
2001-05-10 00:00:00+00:00,-0.06979396521323944,0.06979396521323944,
2001-05-11 00:00:00+00:00,-0.09207136156913054,0.09207136156913054,
2001-05-12 00:00:00+00:00,-0.10573028806731499,0.10573028806731499,
2001-05-15 00:00:00+00:00,-0.038286676721120516,0.038286676721120516,
2001-05-16 00:00:00+00:00,-0.03990938161876423,0.03990938161876423,
2001-05-17 00:00:00+00:00,-0.052208504401045075,0.052208504401045075,
2001-05-18 00:00:00+00:00,-0.00744742271251253,0.00744742271251253,
2001-05-19 00:00:00+00:00,-0.0009927805364075004,0.0009927805364075004,
2001-05-22 00:00:00+00:00,-0.02468387672607608,0.02468387672607608,
2001-05-23 00:00:00+00:00,0.05695527786027654,-0.05695527786027654,
2001-05-24 00:00:00+00:00,0.028299933736579796,-0.028299933736579796,
2001-05-25 00:00:00+00:00,-0.014698561728058168,0.014698561728058168,
2001-05-26 00:00:00+00:00,-0.031081482936040628,0.031081482936040628,
2001-05-30 00:00:00+00:00,-0.06520831865999088,0.06520831865999088,
2001-05-31 00:00:00+00:00,-0.044646412911376054,0.044646412911376054,
2001-06-01 00:00:00+00:00,-0.05973700742869914,0.05973700742869914,
2001-06-02 00:00:00+00:00,-0.07499023080281042,0.07499023080281042,
2001-06-05 00:00:00+00:00,-0.04230046042993718,0.04230046042993718,
2001-06-06 00:00:00+00:00,-0.03410979348994425,0.03410979348994425,
2001-06-07 00:00:00+00:00,0.010726417431540347,-0.010726417431540347,
2001-06-08 00:00:00+00:00,0.025614231558818923,-0.025614231558818923,
2001-06-09 00:00:00+00:00,0.012691365838888968,-0.012691365838888968,
2001-06-12 00:00:00+00:00,0.004776375935035104,-0.004776375935035104,
2001-06-13 00:00:00+00:00,0.0010863431522863953,-0.0010863431522863953,
2001-06-14 00:00:00+00:00,0.0018567940149658568,-0.0018567940149658568,
2001-06-15 00:00:00+00:00,-0.026009413376487323,0.026009413376487323,
2001-06-16 00:00:00+00:00,-0.048564624132151235,0.048564624132151235,
2001-06-19 00:00:00+00:00,-0.058945908702402905,0.058945908702402905,
2001-06-20 00:00:00+00:00,-0.0836260468693889,0.0836260468693889,
2001-06-21 00:00:00+00:00,-0.07965955137065661,0.07965955137065661,
2001-06-22 00:00:00+00:00,-0.0782893069002688,0.0782893069002688,
2001-06-23 00:00:00+00:00,-0.06290477585993792,0.06290477585993792,
2001-06-26 00:00:00+00:00,-0.047594079304243087,0.047594079304243087,
2001-06-27 00:00:00+00:00,0.010288318951658715,-0.010288318951658715,
2001-06-28 00:00:00+00:00,-0.02027831455791418,0.02027831455791418,
2001-06-29 00:00:00+00:00,-0.0691409829716354,0.0691409829716354,
2001-06-30 00:00:00+00:00,-0.10602559071662887,0.10602559071662887,
2001-07-03 00:00:00+00:00,-0.1100836854938747,0.1100836854938747,
2001-07-04 00:00:00+00:00,-0.09662272122562565,0.09662272122562565,
2001-07-06 00:00:00+00:00,-0.08674578212803385,0.08674578212803385,
2001-07-07 00:00:00+00:00,-0.10096039247247235,0.10096039247247235,
2001-07-10 00:00:00+00:00,-0.05883186802655471,0.05883186802655471,
2001-07-11 00:00:00+00:00,-0.06476893743130185,0.06476893743130185,
2001-07-12 00:00:00+00:00,-0.14083209038342714,0.14083209038342714,
2001-07-13 00:00:00+00:00,-0.1492013671528174,0.1492013671528174,
2001-07-14 00:00:00+00:00,-0.16900027701871234,0.16900027701871234,
2001-07-17 00:00:00+00:00,-0.1929711307143126,0.1929711307143126,
2001-07-18 00:00:00+00:00,-0.18687737242495384,0.18687737242495384,
2001-07-19 00:00:00+00:00,-0.15330399916813997,0.15330399916813997,
2001-07-20 00:00:00+00:00,-0.14525038150399028,0.14525038150399028,
2001-07-21 00:00:00+00:00,-0.15042456038468188,0.15042456038468188,
2001-07-24 00:00:00+00:00,-0.08110388676122293,0.08110388676122293,
2001-07-25 00:00:00+00:00,-0.0772950452334874,0.0772950452334874,
2001-07-26 00:00:00+00:00,-0.0692669256291707,0.0692669256291707,
2001-07-27 00:00:00+00:00,-0.0753641713450055,0.0753641713450055,
2001-07-28 00:00:00+00:00,-0.06131074931654801,0.06131074931654801,
2001-07-31 00:00:00+00:00,-0.03359951945937323,0.03359951945937323,
2001-08-01 00:00:00+00:00,-0.049940983259896266,0.049940983259896266,
2001-08-02 00:00:00+00:00,-0.06551129025070446,0.06551129025070446,
2001-08-03 00:00:00+00:00,-0.07102163908516135,0.07102163908516135,
2001-08-04 00:00:00+00:00,-0.07483941517253578,0.07483941517253578,
2001-08-07 00:00:00+00:00,-0.07909843337804157,0.07909843337804157,
2001-08-08 00:00:00+00:00,-0.11403806973130448,0.11403806973130448,
2001-08-09 00:00:00+00:00,-0.07923759694377097,0.07923759694377097,
2001-08-10 00:00:00+00:00,-0.06633302004445762,0.06633302004445762,
2001-08-11 00:00:00+00:00,-0.029020308541443884,0.029020308541443884,
2001-08-14 00:00:00+00:00,-0.03501857367737071,0.03501857367737071,
2001-08-15 00:00:00+00:00,-0.025008590850055024,0.025008590850055024,
2001-08-16 00:00:00+00:00,0.012471743862659812,-0.012471743862659812,
2001-08-17 00:00:00+00:00,0.03020002902073149,-0.03020002902073149,
2001-08-18 00:00:00+00:00,0.003478701811172158,-0.003478701811172158,
2001-08-21 00:00:00+00:00,0.0061131281918224145,-0.0061131281918224145,
2001-08-22 00:00:00+00:00,-0.04082943063970601,0.04082943063970601,
2001-08-23 00:00:00+00:00,-0.04576986561126317,0.04576986561126317,
2001-08-24 00:00:00+00:00,-0.08471741867592508,0.08471741867592508,
2001-08-25 00:00:00+00:00,-0.08967034891263259,0.08967034891263259,
2001-08-28 00:00:00+00:00,-0.04277576839807651,0.04277576839807651,
2001-08-29 00:00:00+00:00,-0.06777294786285049,0.06777294786285049,
2001-08-30 00:00:00+00:00,-0.056377599221924646,0.056377599221924646,
2001-08-31 00:00:00+00:00,-0.034535518271180954,0.034535518271180954,
2001-09-01 00:00:00+00:00,-0.09399291914607666,0.09399291914607666,
2001-09-05 00:00:00+00:00,-0.10817471986825733,0.10817471986825733,
2001-09-06 00:00:00+00:00,-0.10551982458821452,0.10551982458821452,
2001-09-07 00:00:00+00:00,-0.1399370492691262,0.1399370492691262,
2001-09-08 00:00:00+00:00,-0.14565563062061693,0.14565563062061693,
2001-09-11 00:00:00+00:00,-0.10411985651040523,0.10411985651040523,
2001-09-12 00:00:00+00:00,-0.08440097995982165,0.08440097995982165,
2001-09-15 00:00:00+00:00,-0.11087865882164805,0.11087865882164805,
2001-09-18 00:00:00+00:00,-0.09349835702427212,0.09349835702427212,
2001-09-19 00:00:00+00:00,-0.08090993669657032,0.08090993669657032,
2001-09-20 00:00:00+00:00,-0.07853537408435174,0.07853537408435174,
2001-09-21 00:00:00+00:00,-0.07630528475208909,0.07630528475208909,
2001-09-22 00:00:00+00:00,-0.013976323895253495,0.013976323895253495,
2001-09-25 00:00:00+00:00,-0.05817678620752387,0.05817678620752387,
2001-09-26 00:00:00+00:00,-0.08185736629236662,0.08185736629236662,
2001-09-27 00:00:00+00:00,-0.029873626522056385,0.029873626522056385,
2001-09-28 00:00:00+00:00,-0.06940950905640586,0.06940950905640586,
2001-09-29 00:00:00+00:00,-0.08016617362839928,0.08016617362839928,
2001-10-02 00:00:00+00:00,-0.018607270906606743,0.018607270906606743,
2001-10-03 00:00:00+00:00,-0.042092796381482556,0.042092796381482556,
2001-10-04 00:00:00+00:00,-0.029934617998173763,0.029934617998173763,
2001-10-05 00:00:00+00:00,-0.03955394618117258,0.03955394618117258,
2001-10-06 00:00:00+00:00,-0.05924696644483407,0.05924696644483407,
2001-10-09 00:00:00+00:00,-0.06457631258140817,0.06457631258140817,
2001-10-10 00:00:00+00:00,-0.0769587318232422,0.0769587318232422,
2001-10-11 00:00:00+00:00,-0.10974793309995767,0.10974793309995767,
2001-10-12 00:00:00+00:00,-0.09075194981884316,0.09075194981884316,
2001-10-13 00:00:00+00:00,-0.057756220224462695,0.057756220224462695,
2001-10-16 00:00:00+00:00,,,
2001-10-17 00:00:00+00:00,-0.11332217866274519,0.11332217866274519,
2001-10-18 00:00:00+00:00,-0.0942192478763485,0.0942192478763485,
2001-10-19 00:00:00+00:00,-0.06370336107667396,0.06370336107667396,
2001-10-20 00:00:00+00:00,-0.06604013631641403,0.06604013631641403,
2001-10-23 00:00:00+00:00,-0.07203885102828989,0.07203885102828989,
2001-10-24 00:00:00+00:00,-0.05854134059011873,0.05854134059011873,
2001-10-25 00:00:00+00:00,0.0788849097466805,-0.0788849097466805,
2001-10-26 00:00:00+00:00,0.0952386185354056,-0.0952386185354056,
2001-10-27 00:00:00+00:00,0.09590866905286133,-0.09590866905286133,
2001-10-30 00:00:00+00:00,0.0649746109352144,-0.0649746109352144,
2001-10-31 00:00:00+00:00,-0.021377632219273468,0.021377632219273468,
2001-11-01 00:00:00+00:00,-0.0004874147688633812,0.0004874147688633812,
2001-11-02 00:00:00+00:00,0.045932946603984615,-0.045932946603984615,
2001-11-03 00:00:00+00:00,0.04239135586845322,-0.04239135586845322,
2001-11-06 00:00:00+00:00,0.043316842871249595,-0.043316842871249595,
2001-11-07 00:00:00+00:00,0.081096677468801,-0.081096677468801,
2001-11-08 00:00:00+00:00,0.10965556735488835,-0.10965556735488835,
2001-11-09 00:00:00+00:00,0.09112797051485466,-0.09112797051485466,
2001-11-10 00:00:00+00:00,0.07409125164614594,-0.07409125164614594,
2001-11-13 00:00:00+00:00,0.042745863708571696,-0.042745863708571696,
2001-11-14 00:00:00+00:00,0.07090619178974455,-0.07090619178974455,
2001-11-15 00:00:00+00:00,0.06814352581617422,-0.06814352581617422,
2001-11-16 00:00:00+00:00,0.06676296724803654,-0.06676296724803654,
2001-11-17 00:00:00+00:00,0.038275418398612704,-0.038275418398612704,
2001-11-20 00:00:00+00:00,0.04097576745980869,-0.04097576745980869,
2001-11-21 00:00:00+00:00,0.016774941016132416,-0.016774941016132416,
2001-11-22 00:00:00+00:00,0.04448049618284766,-0.04448049618284766,
2001-11-27 00:00:00+00:00,0.0813046060787842,-0.0813046060787842,
2001-11-28 00:00:00+00:00,0.059429029685444945,-0.059429029685444945,
2001-11-29 00:00:00+00:00,0.09051248443908655,-0.09051248443908655,
2001-11-30 00:00:00+00:00,0.10229008944771989,-0.10229008944771989,
2001-12-01 00:00:00+00:00,0.1127294142483154,-0.1127294142483154,
2001-12-04 00:00:00+00:00,0.1193985073832502,-0.1193985073832502,
2001-12-05 00:00:00+00:00,0.1136090686213651,-0.1136090686213651,
2001-12-06 00:00:00+00:00,0.14315806602044734,-0.14315806602044734,
2001-12-07 00:00:00+00:00,0.17432606769865377,-0.17432606769865377,
2001-12-08 00:00:00+00:00,0.18749583194107777,-0.18749583194107777,
2001-12-11 00:00:00+00:00,0.20169348936893028,-0.20169348936893028,
2001-12-12 00:00:00+00:00,0.1892298123604259,-0.1892298123604259,
2001-12-13 00:00:00+00:00,0.16285886311875308,-0.16285886311875308,
2001-12-14 00:00:00+00:00,0.1576890112812367,-0.1576890112812367,
2001-12-15 00:00:00+00:00,0.23934074713339848,-0.23934074713339848,
2001-12-18 00:00:00+00:00,0.25317410626317194,-0.25317410626317194,
2001-12-19 00:00:00+00:00,0.3148891892618092,-0.3148891892618092,
2001-12-20 00:00:00+00:00,0.38893955474423947,-0.38893955474423947,
2001-12-21 00:00:00+00:00,0.36649521472848523,-0.36649521472848523,
2001-12-22 00:00:00+00:00,0.33019906377608077,-0.33019906377608077,
2001-12-27 00:00:00+00:00,0.29099016199505967,-0.29099016199505967,
2001-12-28 00:00:00+00:00,0.3274189898718973,-0.3274189898718973,
2001-12-29 00:00:00+00:00,0.30012241964993336,-0.30012241964993336,
2002-01-01 00:00:00+00:00,0.29556078703530675,-0.29556078703530675,
2002-01-03 00:00:00+00:00,0.3170267890902827,-0.3170267890902827,
2002-01-04 00:00:00+00:00,0.3292147533270948,-0.3292147533270948,
2002-01-05 00:00:00+00:00,0.3324004399917816,-0.3324004399917816,
2002-01-08 00:00:00+00:00,0.27098012505146585,-0.27098012505146585,
2002-01-09 00:00:00+00:00,0.28705297554306697,-0.28705297554306697,
2002-01-10 00:00:00+00:00,0.3063004342798795,-0.3063004342798795,
2002-01-11 00:00:00+00:00,0.3330937855322256,-0.3330937855322256,
2002-01-12 00:00:00+00:00,0.30170322851530407,-0.30170322851530407,
2002-01-15 00:00:00+00:00,0.35817998579424937,-0.35817998579424937,
2002-01-16 00:00:00+00:00,0.3986884248830568,-0.3986884248830568,
2002-01-17 00:00:00+00:00,0.3646683037206927,-0.3646683037206927,
2002-01-18 00:00:00+00:00,,,
2002-01-19 00:00:00+00:00,0.36807496272891627,-0.36807496272891627,
2002-01-23 00:00:00+00:00,0.36899663828894047,-0.36899663828894047,
2002-01-24 00:00:00+00:00,0.3502759663227861,-0.3502759663227861,
2002-01-25 00:00:00+00:00,0.2944485080617455,-0.2944485080617455,
2002-01-26 00:00:00+00:00,0.3104365997040287,-0.3104365997040287,
2002-01-29 00:00:00+00:00,0.27419323839679643,-0.27419323839679643,
2002-01-30 00:00:00+00:00,0.08032856657869858,-0.08032856657869858,
2002-01-31 00:00:00+00:00,0.08573945099171054,-0.08573945099171054,
2002-02-01 00:00:00+00:00,0.11480385152052563,-0.11480385152052563,
2002-02-02 00:00:00+00:00,0.13214398556417084,-0.13214398556417084,
2002-02-05 00:00:00+00:00,0.11334822255175148,-0.11334822255175148,
2002-02-06 00:00:00+00:00,0.145946420860124,-0.145946420860124,
2002-02-07 00:00:00+00:00,0.09171101429671913,-0.09171101429671913,
2002-02-08 00:00:00+00:00,0.14274003070227426,-0.14274003070227426,
2002-02-09 00:00:00+00:00,0.1619198909168329,-0.1619198909168329,
2002-02-12 00:00:00+00:00,0.21760239832297268,-0.21760239832297268,
2002-02-13 00:00:00+00:00,0.19189097225051333,-0.19189097225051333,
2002-02-14 00:00:00+00:00,0.2323442410398402,-0.2323442410398402,
2002-02-15 00:00:00+00:00,0.270309369358976,-0.270309369358976,
2002-02-16 00:00:00+00:00,0.2827078953918707,-0.2827078953918707,
2002-02-20 00:00:00+00:00,0.2703536817613923,-0.2703536817613923,
2002-02-21 00:00:00+00:00,0.30020346763700134,-0.30020346763700134,
2002-02-22 00:00:00+00:00,0.2678228812178479,-0.2678228812178479,
2002-02-23 00:00:00+00:00,0.24796757380759837,-0.24796757380759837,
2002-02-26 00:00:00+00:00,0.20848657543321514,-0.20848657543321514,
2002-02-27 00:00:00+00:00,0.24411769867932454,-0.24411769867932454,
2002-02-28 00:00:00+00:00,0.22178419337373156,-0.22178419337373156,
2002-03-01 00:00:00+00:00,0.1982871682421462,-0.1982871682421462,
2002-03-02 00:00:00+00:00,0.24981416089939013,-0.24981416089939013,
2002-03-05 00:00:00+00:00,0.24749332106347122,-0.24749332106347122,
2002-03-06 00:00:00+00:00,0.27515749909074794,-0.27515749909074794,
2002-03-07 00:00:00+00:00,0.2460712469141444,-0.2460712469141444,
2002-03-08 00:00:00+00:00,0.22787225510170006,-0.22787225510170006,
2002-03-09 00:00:00+00:00,0.226985779503592,-0.226985779503592,
2002-03-12 00:00:00+00:00,0.20695426374608317,-0.20695426374608317,
2002-03-13 00:00:00+00:00,0.22673936878987966,-0.22673936878987966,
2002-03-14 00:00:00+00:00,0.17987959447946378,-0.17987959447946378,
2002-03-15 00:00:00+00:00,0.11227796375584465,-0.11227796375584465,
2002-03-16 00:00:00+00:00,0.1765849556392607,-0.1765849556392607,
2002-03-19 00:00:00+00:00,0.22461816215745933,-0.22461816215745933,
2002-03-20 00:00:00+00:00,0.20866934094277312,-0.20866934094277312,
2002-03-21 00:00:00+00:00,0.10389797432432668,-0.10389797432432668,
2002-03-22 00:00:00+00:00,0.08284322564217383,-0.08284322564217383,
2002-03-23 00:00:00+00:00,0.023325417651718805,-0.023325417651718805,
2002-03-26 00:00:00+00:00,-0.14217231796250407,0.14217231796250407,
2002-03-27 00:00:00+00:00,-0.14122129111490533,0.14122129111490533,
2002-03-28 00:00:00+00:00,-0.11712797717946666,0.11712797717946666,
2002-03-29 00:00:00+00:00,-0.07147333636060438,0.07147333636060438,
2002-04-02 00:00:00+00:00,-0.06663569975492045,0.06663569975492045,
2002-04-03 00:00:00+00:00,-0.12138548354379108,0.12138548354379108,
2002-04-04 00:00:00+00:00,-0.11294378424718499,0.11294378424718499,
2002-04-05 00:00:00+00:00,-0.1237472176816381,0.1237472176816381,
2002-04-06 00:00:00+00:00,-0.21280407809747803,0.21280407809747803,
2002-04-09 00:00:00+00:00,-0.16328097124948782,0.16328097124948782,
2002-04-10 00:00:00+00:00,-0.1289859787011547,0.1289859787011547,
2002-04-11 00:00:00+00:00,-0.14583492122112185,0.14583492122112185,
2002-04-12 00:00:00+00:00,-0.17979036822251193,0.17979036822251193,
2002-04-13 00:00:00+00:00,-0.23204345523866188,0.23204345523866188,
2002-04-16 00:00:00+00:00,-0.18116874094899127,0.18116874094899127,
2002-04-17 00:00:00+00:00,-0.24174339849400228,0.24174339849400228,
2002-04-18 00:00:00+00:00,-0.2577294910070387,0.2577294910070387,
2002-04-19 00:00:00+00:00,-0.2308965034651722,0.2308965034651722,
2002-04-20 00:00:00+00:00,-0.23916671194809402,0.23916671194809402,
2002-04-23 00:00:00+00:00,-0.14558285533131565,0.14558285533131565,
2002-04-24 00:00:00+00:00,-0.20657510836373083,0.20657510836373083,
2002-04-25 00:00:00+00:00,-0.21317694586865543,0.21317694586865543,
2002-04-26 00:00:00+00:00,-0.1713058708516757,0.1713058708516757,
2002-04-27 00:00:00+00:00,-0.2130921832037198,0.2130921832037198,
2002-04-30 00:00:00+00:00,-0.21286142548248455,0.21286142548248455,
2002-05-01 00:00:00+00:00,-0.1205367582301824,0.1205367582301824,
